velocity,altitude,accel_x,accel_y,accel_z,temperature,pressure,latitude,longitude,sinyal_gücü,paket_no,paket_kaybi,vertical_velocity,gyro_x,gyro_y,gyro_z,timestamp
129.2,2168.4,0.7,-0.41,-10.31,-14.5,785.3,39.905481,32.805086,-104.5,176,0.1,128.0,-6.59,5.92,0.29,14:49:47.060
127.4,2168.8,-0.44,1.31,-9.35,-14.8,784.9,39.905487,32.805108,-94.3,177,1.7,128.8,-2.24,-1.76,3.84,14:49:47.161
134.3,2201.4,2.09,-1.87,-8.42,-14.1,781.3,39.905507,32.805055,-95.5,178,1.0,134.0,-5.01,9.76,-5.66,14:49:47.261
135.2,2180.0,2.68,-0.82,-10.89,-14.7,784.1,39.905493,32.805094,-103.2,179,1.5,135.3,-9.52,-6.34,-1.16,14:49:47.363
131.7,2210.4,-6.01,-1.58,-10.32,-15.2,780.9,39.905506,32.805098,-97.5,180,1.3,131.8,-0.65,-6.28,-0.32,14:49:47.463
133.2,2230.2,1.96,0.95,-11.62,-14.9,779.4,39.90551,32.805076,-90.2,181,0.1,131.6,-11.25,2.33,0.55,14:49:47.564
128.8,2198.1,-0.2,-3.28,-10.85,-14.5,782.8,39.90548,32.805053,-86.1,182,1.5,129.9,-0.79,0.8,6.41,14:49:47.665
133.9,2242.7,-2.43,5.07,-8.84,-15.2,777.6,39.905501,32.805106,-96.3,183,1.4,132.7,-0.72,3.85,7.15,14:49:47.766
132.5,2229.5,0.58,-1.88,-8.23,-14.4,779.2,39.905528,32.805105,-93.0,184,0.3,131.4,0.07,-1.7,2.16,14:49:47.867
130.6,2223.4,5.74,1.0,-8.04,-15.4,780.7,39.905507,32.805073,-104.2,185,0.7,129.4,-0.1,0.3,-8.06,14:49:47.967
133.8,2249.8,-2.41,-0.1,-10.32,-15.1,777.5,39.905494,32.805071,-104.8,186,1.4,133.2,3.85,7.08,-0.74,14:49:48.069
134.3,2259.2,2.78,0.35,-11.31,-15.0,776.1,39.905463,32.805052,-95.4,187,0.7,134.2,-2.11,1.46,9.23,14:49:48.170
131.9,2284.3,-0.44,3.66,-9.29,-15.5,774.3,39.905474,32.805071,-97.2,189,1.4,132.2,-0.82,4.3,7.12,14:49:48.271
136.2,2291.5,-0.3,-1.84,-11.61,-15.6,773.9,39.905498,32.805115,-97.2,190,0.7,134.9,-3.52,7.21,8.61,14:49:48.372
136.4,2280.2,2.06,4.51,-10.18,-15.0,775.0,39.905504,32.805085,-97.1,191,0.7,137.3,0.88,1.47,5.53,14:49:48.473
133.5,2306.4,5.33,-2.46,-11.53,-15.5,772.6,39.905521,32.805095,-97.0,192,0.1,131.9,-0.46,4.55,0.11,14:49:48.573
137.9,2282.4,2.48,-3.89,-11.07,-15.0,774.8,39.905474,32.805086,-102.3,193,0.5,136.9,-4.12,6.26,-5.68,14:49:48.675
138.6,2325.5,0.3,0.04,-10.49,-15.6,772.1,39.90546,32.805127,-101.0,194,0.2,138.5,-4.99,-1.97,6.04,14:49:48.776
140.0,2305.7,0.49,-2.7,-10.85,-15.5,771.9,39.905468,32.805113,-101.7,195,1.3,139.4,-3.9,-4.73,3.11,14:49:48.877
136.6,2325.5,1.24,-1.06,-9.25,-15.0,770.5,39.905505,32.805112,-103.5,196,0.4,137.6,3.6,8.36,6.44,14:49:48.977
139.6,2333.0,4.04,0.53,-9.06,-15.8,770.2,39.905503,32.805117,-97.2,197,0.2,140.2,7.62,3.53,-2.06,14:49:49.079
139.6,2343.8,-2.9,-4.48,-9.58,-15.5,769.8,39.90547,32.805091,-102.6,198,1.6,138.6,-2.2,1.64,-2.25,14:49:49.179
144.5,2345.0,0.09,3.8,-12.51,-15.0,768.7,39.905496,32.805062,-90.0,199,1.4,144.1,3.33,-0.09,-1.92,14:49:49.280
138.1,2374.5,-2.72,-3.93,-10.28,-15.8,766.2,39.905484,32.805117,-88.6,200,0.7,135.7,-1.21,-0.47,0.72,14:49:49.381
141.2,2368.1,1.99,3.85,-10.29,-15.4,767.2,39.905474,32.80509,-90.5,201,0.9,141.0,6.31,-3.99,-4.03,14:49:49.481
140.9,2383.5,0.08,-2.24,-9.37,-16.6,765.5,39.905489,32.805108,-93.4,202,0.2,141.5,-1.46,8.86,7.13,14:49:49.582
139.5,2388.0,0.78,4.27,-12.54,-15.5,764.6,39.905499,32.805104,-99.1,203,1.0,138.2,4.23,-0.84,-7.24,14:49:49.683
142.2,2385.8,5.74,-1.3,-12.53,-16.1,763.9,39.905496,32.805096,-91.7,204,1.0,142.2,0.73,-6.17,-0.11,14:49:49.783
140.9,2394.0,-0.74,-1.94,-8.35,-15.2,764.6,39.90551,32.805139,-93.3,205,1.9,141.6,-0.72,-0.74,4.79,14:49:49.884
140.3,2408.8,0.09,-1.91,-9.99,-15.9,763.1,39.905501,32.805069,-91.1,206,0.8,139.1,0.97,0.23,-5.9,14:49:49.985
139.7,2423.0,-3.43,2.31,-9.68,-15.9,762.6,39.905514,32.805127,-98.7,207,0.8,139.2,-7.41,-3.27,1.59,14:49:50.085
142.1,2418.5,2.68,1.27,-7.89,-16.4,761.2,39.905482,32.805131,-97.3,208,1.1,142.1,-0.73,0.16,-2.33,14:49:50.186
144.0,2421.3,-1.01,-1.01,-8.34,-15.7,761.1,39.905541,32.805093,-87.5,209,1.9,143.8,-2.94,3.27,6.97,14:49:50.287
145.3,2437.1,5.58,2.42,-10.52,-15.2,760.7,39.90549,32.805119,-89.2,210,1.5,145.3,-4.71,-0.79,-9.38,14:49:50.388
142.9,2418.6,-1.27,5.24,-11.4,-15.9,762.2,39.905546,32.80514,-92.3,211,1.3,142.6,-1.71,5.3,2.89,14:49:50.488
141.8,2437.0,0.84,2.32,-10.25,-15.9,760.6,39.90555,32.805085,-96.3,212,0.8,142.0,-1.85,0.11,-0.88,14:49:50.589
143.0,2454.2,1.59,1.03,-9.25,-16.2,759.3,39.905506,32.805103,-93.5,213,0.4,141.1,-3.77,0.66,5.74,14:49:50.690
143.3,2469.1,0.99,-2.65,-10.57,-16.8,757.5,39.905498,32.805121,-92.4,214,1.8,142.2,1.29,9.06,-5.61,14:49:50.791
146.3,2466.8,0.17,-2.49,-10.18,-16.1,758.6,39.905507,32.805112,-99.1,215,1.9,147.9,1.47,-2.63,-0.73,14:49:50.891
146.6,2466.6,1.3,1.41,-8.93,-16.4,757.3,39.905529,32.805098,-88.1,216,0.7,147.1,7.36,0.13,4.11,14:49:50.992
149.9,2476.2,1.97,3.28,-10.02,-16.3,757.8,39.905545,32.805107,-90.4,217,0.7,148.7,-8.64,3.06,-0.74,14:49:51.093
146.5,2474.4,-0.84,1.84,-9.1,-16.1,757.0,39.905507,32.805099,-87.8,218,1.6,146.8,1.98,-3.49,8.97,14:49:51.193
142.1,2494.7,-2.84,3.76,-10.4,-16.4,754.8,39.905548,32.805119,-87.1,219,1.7,141.9,3.68,-1.02,-3.29,14:49:51.294
144.3,2501.1,-0.69,-3.86,-12.04,-16.7,754.6,39.905502,32.805112,-100.0,220,1.2,143.0,-5.43,-0.22,3.4,14:49:51.395
146.5,2493.0,-1.23,-0.43,-9.76,-16.4,755.6,39.905564,32.80513,-99.9,221,0.9,143.2,1.87,8.42,-3.89,14:49:51.495
147.0,2501.9,0.99,1.3,-9.15,-15.9,754.4,39.905568,32.8051,-102.1,222,1.6,147.7,-0.77,7.06,-3.39,14:49:51.596
150.5,2529.2,-2.82,2.78,-12.08,-16.8,752.0,39.905541,32.805119,-103.4,223,0.9,150.0,4.12,11.52,-1.21,14:49:51.697
144.5,2533.5,3.24,-1.19,-7.88,-16.9,752.5,39.905476,32.805128,-86.1,224,1.4,143.7,-5.11,7.0,6.28,14:49:51.798
147.7,2529.8,-5.84,-4.91,-9.78,-16.9,752.3,39.905544,32.805126,-85.5,225,0.3,146.9,9.09,4.13,-7.22,14:49:51.898
148.5,2535.2,-3.66,0.94,-8.88,-16.2,751.9,39.905529,32.805123,-91.2,226,1.0,148.5,13.23,-3.49,-3.71,14:49:51.999
147.2,2546.2,-1.22,5.03,-10.07,-16.2,750.5,39.90552,32.805149,-99.0,227,0.1,147.3,8.37,-2.76,1.73,14:49:52.100
148.3,2520.2,-1.63,-1.64,-9.24,-16.3,753.5,39.905529,32.805144,-89.3,228,1.8,147.4,-0.31,1.92,1.66,14:49:52.200
148.6,2553.8,-1.07,-1.29,-9.78,-16.5,749.5,39.905533,32.805187,-103.9,229,0.8,148.0,3.21,-3.19,6.74,14:49:52.302
144.4,2538.0,0.02,-1.44,-8.9,-16.4,752.6,39.905515,32.805145,-94.4,230,0.8,146.4,5.39,-1.01,1.88,14:49:52.402
147.7,2549.1,-1.45,-4.3,-9.7,-17.3,751.1,39.905573,32.805134,-96.8,231,1.5,148.4,-3.86,-4.9,4.33,14:49:52.503
146.8,2547.7,0.67,1.19,-10.62,-16.8,750.7,39.905552,32.805131,-89.9,232,1.5,144.7,-1.59,5.87,-5.11,14:49:52.604
147.9,2578.6,-0.39,-2.2,-10.86,-17.2,747.9,39.905544,32.805129,-96.6,233,0.2,147.4,6.2,-1.46,-1.9,14:49:52.704
145.9,2574.6,-5.53,0.23,-11.75,-17.2,748.6,39.905538,32.805118,-94.1,234,1.9,146.2,-1.65,10.76,5.76,14:49:52.805
147.5,2592.3,-2.34,-3.5,-8.05,-16.4,747.1,39.905559,32.805155,-93.4,235,1.2,146.6,-5.39,-3.34,8.64,14:49:52.906
143.5,2588.5,2.02,0.97,-10.1,-16.9,747.9,39.905535,32.805159,-90.6,236,1.6,141.8,-5.88,-0.1,4.09,14:49:53.007
148.3,2598.1,1.62,2.5,-10.67,-17.0,746.9,39.905575,32.805117,-100.7,237,1.5,148.3,8.51,-1.53,-1.92,14:49:53.108
148.5,2608.9,0.01,0.92,-9.17,-17.2,746.3,39.90553,32.805181,-104.8,238,0.3,148.1,-1.17,-3.2,2.39,14:49:53.209
148.6,2608.4,-2.53,1.87,-12.04,-17.1,745.6,39.905523,32.805098,-90.3,239,1.6,148.3,13.12,-3.62,1.16,14:49:53.310
145.7,2607.9,-2.28,1.12,-9.05,-17.1,745.8,39.90554,32.805118,-92.8,240,0.5,144.4,3.51,-7.31,-8.58,14:49:53.410
148.4,2623.2,-0.36,3.59,-8.98,-16.8,744.2,39.90555,32.805154,-89.9,241,1.9,148.0,0.44,-1.49,1.67,14:49:53.511
152.5,2622.5,-0.97,0.17,-10.03,-16.9,745.4,39.905554,32.805147,-97.6,242,0.3,152.1,0.59,-1.2,-1.39,14:49:53.612
151.6,2621.6,1.35,0.32,-10.58,-17.1,744.8,39.905541,32.805112,-86.2,243,1.8,150.5,-3.24,-2.84,4.84,14:49:53.713
148.2,2661.3,0.28,-3.52,-10.97,-17.5,741.2,39.905566,32.805166,-92.7,244,1.6,148.3,-5.06,0.66,-5.5,14:49:53.813
144.2,2628.6,0.91,0.79,-10.52,-17.2,743.2,39.90551,32.805164,-97.1,245,0.0,145.1,6.92,13.04,7.45,14:49:53.914
150.5,2641.3,0.42,-2.7,-9.24,-17.2,742.3,39.90553,32.805132,-104.6,246,0.8,149.6,-2.44,0.86,3.56,14:49:54.015
147.7,2656.0,0.38,1.8,-11.66,-17.5,741.0,39.905518,32.805147,-91.7,247,1.2,148.1,12.25,5.35,-1.32,14:49:54.116
148.5,2648.0,-2.15,0.63,-9.43,-17.3,742.2,39.905556,32.805192,-93.7,248,0.4,148.4,3.56,9.61,0.47,14:49:54.217
150.9,2657.8,0.21,-5.34,-11.59,-17.7,741.4,39.905544,32.805164,-96.4,249,0.6,150.6,2.14,9.59,-4.95,14:49:54.317
151.6,2650.4,-3.12,-3.33,-9.02,-17.6,741.6,39.905546,32.805144,-86.9,250,0.9,151.4,9.07,-4.34,4.04,14:49:54.418
150.7,2672.2,-0.56,-3.6,-8.69,-17.3,739.2,39.905553,32.80513,-99.1,251,1.5,150.8,2.43,-1.66,6.21,14:49:54.519
147.9,2675.5,0.69,-0.43,-9.43,-17.5,738.5,39.905528,32.805152,-97.4,252,1.7,146.9,2.56,6.54,5.11,14:49:54.620
151.5,2673.4,1.8,5.5,-11.31,-17.0,739.2,39.905551,32.80513,-98.3,253,1.3,150.6,3.13,7.96,3.58,14:49:54.720
152.6,2687.8,0.84,2.47,-9.2,-17.9,739.3,39.905561,32.805161,-101.3,254,1.7,151.3,6.27,-2.74,3.72,14:49:54.821
151.4,2688.5,2.6,-1.04,-9.27,-18.3,739.2,39.905574,32.805141,-103.3,255,1.0,149.3,4.89,5.13,6.33,14:49:54.921
150.4,2678.9,1.5,1.15,-9.53,-17.7,738.9,39.905547,32.805168,-102.8,256,0.0,148.5,-8.02,6.75,2.88,14:49:55.022
152.3,2687.3,5.82,1.86,-11.0,-17.9,738.9,39.905543,32.80516,-92.0,257,0.2,152.6,1.12,7.48,0.93,14:49:55.123
150.9,2676.8,-1.11,5.33,-8.57,-18.1,740.4,39.905549,32.805164,-97.8,258,0.6,149.9,-2.07,3.15,3.3,14:49:55.224
152.0,2716.5,-0.06,0.72,-11.36,-18.0,735.4,39.905533,32.805171,-102.5,259,1.5,151.3,-1.66,-0.63,1.21,14:49:55.325
149.5,2704.4,-2.22,0.66,-9.13,-17.8,736.9,39.905576,32.805142,-85.5,260,0.8,148.2,-5.71,-9.22,1.29,14:49:55.426
154.5,2706.7,1.03,4.05,-10.84,-17.2,737.0,39.905575,32.805145,-98.3,261,0.3,154.3,1.17,-1.96,-3.32,14:49:55.526
151.0,2704.0,1.97,3.45,-10.54,-17.9,736.6,39.90554,32.805198,-90.6,262,0.7,149.7,0.84,-8.53,-3.71,14:49:55.627
151.3,2699.8,0.3,-2.35,-11.05,-17.6,737.7,39.905561,32.805166,-89.2,263,1.7,150.0,-3.32,5.4,5.6,14:49:55.728
151.4,2728.4,-1.53,2.73,-9.44,-17.2,734.5,39.905543,32.805148,-98.8,264,1.8,150.5,9.53,-1.66,0.17,14:49:55.828
151.2,2721.6,-1.37,-0.96,-9.57,-18.2,736.2,39.905623,32.805166,-92.1,265,1.5,150.6,14.36,1.85,5.35,14:49:55.929
152.2,2730.9,-0.09,-1.73,-11.13,-17.5,735.6,39.90559,32.805166,-101.8,266,0.5,153.3,12.49,0.78,-1.59,14:49:56.030
148.1,2724.0,0.29,-2.86,-10.36,-18.0,735.6,39.905596,32.805187,-102.4,267,0.1,146.3,3.25,-2.74,-8.19,14:49:56.130
149.8,2740.9,1.97,0.83,-10.08,-17.8,734.4,39.905563,32.805168,-85.4,268,1.8,148.6,3.84,5.49,-0.29,14:49:56.231
153.5,2712.0,-0.68,4.35,-8.95,-18.2,736.5,39.905557,32.805149,-102.5,269,1.3,153.4,-2.2,-2.02,-7.76,14:49:56.332
155.1,2733.8,-3.76,-1.22,-14.36,-17.8,734.6,39.905566,32.805167,-96.1,270,0.8,153.0,-2.29,2.82,-0.07,14:49:56.433
153.0,2738.8,-0.29,-0.66,-9.43,-18.0,733.8,39.90557,32.805169,-91.1,271,0.1,156.0,1.05,3.82,-4.82,14:49:56.534
149.7,2709.1,-3.96,-3.37,-10.35,-18.0,735.7,39.905564,32.805188,-92.1,272,1.7,147.9,-7.21,4.84,2.49,14:49:56.635
152.6,2757.3,-1.85,0.6,-8.95,-18.4,732.7,39.905526,32.805178,-102.2,273,0.3,152.2,1.2,0.26,-9.09,14:49:56.736
152.8,2755.6,1.99,3.1,-8.39,-18.5,732.0,39.905564,32.805191,-96.9,274,1.0,153.1,-6.96,7.06,4.36,14:49:56.837
150.1,2762.5,0.0,0.89,-10.88,-18.5,732.0,39.9056,32.805183,-96.3,275,1.1,148.0,-3.54,-1.36,7.12,14:49:56.937
148.4,2758.1,5.43,0.71,-10.33,-17.8,732.7,39.90557,32.805188,-93.5,276,0.4,147.8,2.0,-3.23,-2.31,14:49:57.038
149.1,2740.5,-0.46,-0.05,-8.47,-18.1,733.8,39.905594,32.80517,-100.4,277,0.4,149.6,-3.55,5.74,-1.32,14:49:57.139
150.8,2753.0,0.03,-0.03,-10.46,-18.1,733.0,39.905559,32.805196,-88.9,278,1.3,151.1,-0.15,-0.73,0.13,14:49:57.240
148.2,2766.2,2.95,3.44,-9.45,-18.6,732.0,39.905573,32.805219,-90.2,279,1.6,146.1,6.59,-9.9,2.28,14:49:57.340
151.8,2769.8,-1.35,-1.66,-9.09,-18.2,731.8,39.905588,32.805174,-85.2,280,1.2,150.8,-2.24,-7.76,4.87,14:49:57.441
149.3,2763.0,2.23,-3.04,-10.99,-18.4,732.9,39.905594,32.805184,-99.3,281,0.4,146.7,-2.72,-4.99,-3.1,14:49:57.542
147.6,2774.7,-0.36,1.1,-9.29,-18.0,731.9,39.905569,32.805189,-86.9,282,0.1,147.1,2.63,-7.08,2.59,14:49:57.643
149.1,2773.2,1.01,-4.51,-10.33,-18.4,730.7,39.905549,32.805219,-102.8,283,0.4,148.1,-0.38,3.39,-2.38,14:49:57.744
149.0,2776.0,-2.81,-0.02,-9.78,-18.2,731.1,39.905576,32.805178,-85.9,284,1.7,149.4,1.03,-2.69,1.17,14:49:57.845
145.5,2776.4,5.25,3.03,-11.04,-18.2,731.3,39.905585,32.805179,-93.2,285,1.2,145.4,12.16,-3.3,-9.48,14:49:57.946
147.1,2765.8,0.58,-1.15,-10.16,-18.0,731.4,39.905602,32.805188,-103.6,286,1.2,147.3,-1.43,3.72,2.6,14:49:58.057
150.9,2784.5,-0.79,1.94,-12.24,-18.3,730.4,39.905563,32.805194,-90.7,287,0.1,149.5,-6.65,-7.68,-0.36,14:49:58.166
149.5,2768.6,2.81,1.11,-7.77,-18.6,730.9,39.905582,32.805134,-92.5,288,1.6,148.5,4.02,-0.02,1.76,14:49:58.266
151.0,2770.0,3.53,-2.88,-10.91,-18.2,731.8,39.905575,32.805201,-92.3,289,1.4,152.1,3.31,6.91,-0.63,14:49:58.367
150.5,2776.5,1.39,2.52,-8.01,-18.4,730.6,39.905598,32.805181,-95.3,290,0.5,149.9,3.59,-1.94,3.61,14:49:58.468
150.1,2767.3,1.12,0.97,-10.9,-18.4,731.5,39.90563,32.805175,-92.6,291,0.5,148.7,1.27,8.58,0.04,14:49:58.568
148.8,2808.3,1.69,2.63,-9.3,-18.6,728.7,39.905575,32.805158,-92.3,292,1.7,148.5,6.44,-2.83,1.18,14:49:58.669
148.6,2797.5,-1.49,2.75,-7.52,-18.5,728.7,39.905565,32.8052,-102.4,293,1.8,147.5,-12.04,2.66,-7.56,14:49:58.770
149.6,2772.8,0.11,0.12,-11.51,-18.1,731.1,39.905564,32.805187,-99.3,294,1.3,150.0,1.87,3.65,-6.67,14:49:58.870
151.9,2774.4,0.85,-0.02,-9.12,-18.5,731.7,39.905586,32.805154,-90.2,295,1.7,151.6,9.47,3.47,-6.19,14:49:58.971
149.0,2791.8,0.19,-3.05,-7.82,-18.4,730.3,39.905608,32.805218,-100.0,296,0.4,149.6,1.58,0.85,-1.96,14:49:59.072
149.9,2786.3,-1.35,-0.64,-11.59,-18.4,729.8,39.905598,32.805171,-91.3,297,2.0,150.4,-7.62,5.71,-7.08,14:49:59.173
148.7,2794.2,2.26,4.79,-9.16,-18.6,728.6,39.905574,32.805177,-90.2,298,0.4,148.9,3.36,7.65,-5.21,14:49:59.274
148.3,2792.4,-0.93,2.86,-9.34,-18.6,730.1,39.90563,32.805189,-93.6,299,0.6,148.5,2.14,-4.19,-1.76,14:49:59.375
148.1,2791.0,-1.94,-0.94,-8.88,-18.4,728.9,39.905626,32.805231,-94.1,300,0.9,148.3,-8.35,-6.8,-2.26,14:49:59.476
147.0,2777.3,2.0,1.86,-10.09,-17.9,731.2,39.905608,32.805204,-95.3,301,0.4,145.9,-2.54,-0.9,0.61,14:49:59.576
149.3,2792.6,-2.0,1.47,-12.24,-18.2,729.6,39.905582,32.805174,-99.0,302,0.4,149.2,3.12,3.69,-3.78,14:49:59.678
147.6,2797.1,1.0,0.28,-8.05,-17.8,729.7,39.905619,32.805231,-87.3,303,0.9,147.6,-1.97,-4.92,-3.72,14:49:59.778
147.9,2791.6,3.04,-3.33,-8.87,-17.9,729.4,39.905589,32.805198,-96.4,304,1.4,146.3,1.28,-5.51,8.42,14:49:59.879
149.4,2799.7,2.08,-2.47,-10.49,-18.8,728.9,39.905609,32.805199,-94.7,305,0.8,148.7,-0.78,-0.13,0.12,14:49:59.980
149.0,2794.8,-0.07,-0.87,-11.62,-17.9,729.1,39.905584,32.805224,-96.4,306,1.7,147.0,-0.09,0.46,-1.82,14:50:00.081
148.0,2788.0,2.36,-0.39,-11.71,-17.8,730.3,39.905568,32.805209,-103.3,307,1.5,148.0,5.08,-9.58,1.18,14:50:00.182
146.2,2802.6,-0.83,2.48,-8.98,-17.9,729.1,39.905585,32.805217,-101.9,308,0.6,144.5,-3.67,-3.95,-3.2,14:50:00.283
145.4,2788.7,0.24,-2.26,-9.88,-18.0,730.0,39.905612,32.805212,-95.2,309,1.1,143.6,0.32,-4.14,-3.92,14:50:00.383
145.7,2794.6,-3.99,-0.77,-10.32,-18.2,729.2,39.90562,32.805192,-101.1,310,0.8,144.5,11.33,-4.04,-4.07,14:50:00.484
147.5,2773.1,-3.35,0.71,-11.24,-17.9,730.9,39.90559,32.805213,-91.5,311,1.0,146.7,1.21,0.52,3.53,14:50:00.585
147.9,2799.0,0.81,0.89,-10.5,-18.1,728.6,39.905621,32.805227,-94.2,312,0.0,146.5,-7.54,7.2,-3.19,14:50:00.687
143.8,2796.9,0.6,-3.24,-9.27,-18.1,729.1,39.905599,32.80518,-91.8,313,1.9,142.8,-1.1,-0.44,2.55,14:50:00.787
146.9,2800.4,-3.87,-0.53,-12.73,-18.3,729.4,39.905621,32.805229,-93.8,314,0.9,146.3,-2.28,1.1,4.21,14:50:00.888
142.5,2777.1,0.82,0.08,-9.27,-17.6,730.2,39.905586,32.805253,-85.2,315,0.2,142.3,-1.24,7.4,6.51,14:50:00.988
142.7,2793.1,1.35,2.8,-9.98,-18.2,729.6,39.905648,32.805217,-89.2,316,1.5,141.3,-1.17,10.0,-3.86,14:50:01.089
144.8,2793.9,0.23,3.43,-9.23,-18.5,730.1,39.905619,32.80524,-95.9,317,0.9,145.0,-7.61,-5.02,-11.57,14:50:01.190
147.2,2822.5,-1.9,-0.25,-9.51,-18.8,727.7,39.905609,32.80519,-100.2,318,2.0,146.4,0.73,4.13,-3.66,14:50:01.291
148.4,2797.2,-2.86,1.66,-9.12,-18.1,728.9,39.905608,32.805221,-104.6,319,0.0,147.7,14.3,-1.12,-11.93,14:50:01.392
144.6,2790.6,1.63,-3.09,-11.04,-18.1,729.5,39.905623,32.805204,-97.6,320,0.1,144.4,4.59,-6.58,-5.29,14:50:01.493
144.1,2790.9,-1.69,2.01,-10.0,-17.6,729.8,39.905622,32.8052,-99.4,321,1.7,143.2,1.67,4.29,5.36,14:50:01.594
141.3,2818.7,-1.7,1.42,-9.14,-18.5,727.7,39.905626,32.805227,-102.6,322,0.2,137.8,0.93,4.75,3.16,14:50:01.695
143.1,2799.9,-1.13,-1.87,-9.75,-18.1,729.0,39.905647,32.805241,-97.9,323,1.8,143.1,-0.1,-7.25,7.22,14:50:01.796
141.8,2798.9,0.33,2.26,-11.02,-18.6,729.3,39.905593,32.805213,-103.6,324,1.5,142.0,0.28,3.1,-0.73,14:50:01.897
143.0,2789.1,-0.7,0.11,-11.47,-18.1,729.2,39.905637,32.805211,-85.2,325,0.8,141.0,-7.53,-4.63,-5.18,14:50:01.998
142.7,2792.0,1.18,1.73,-11.89,-18.2,728.9,39.905588,32.805208,-98.4,326,0.7,143.1,5.47,3.04,-0.23,14:50:02.099
144.1,2797.5,-1.22,-1.59,-11.17,-18.4,728.6,39.905599,32.805204,-90.7,327,1.9,144.7,-5.38,-0.21,0.84,14:50:02.200
145.6,2805.2,4.59,-1.52,-7.93,-18.0,728.2,39.905632,32.805224,-102.4,328,1.3,144.5,0.29,-1.34,-6.09,14:50:02.300
139.2,2793.1,1.93,-8.23,-10.55,-18.6,729.7,39.905606,32.8052,-103.3,329,0.7,137.7,-0.21,5.27,5.96,14:50:02.401
143.2,2782.6,1.01,2.12,-9.91,-18.9,730.0,39.905652,32.805214,-101.2,330,0.9,142.9,-8.2,12.7,-4.52,14:50:02.502
143.4,2797.6,2.38,2.01,-11.61,-18.5,729.0,39.905612,32.805259,-98.8,331,0.9,143.0,-4.53,-3.89,0.74,14:50:02.603
140.5,2776.9,-3.67,1.07,-9.22,-18.5,731.5,39.905628,32.80522,-100.1,332,0.7,138.2,3.91,-5.94,2.87,14:50:02.704
141.8,2798.1,1.22,-2.03,-9.78,-18.4,729.5,39.905639,32.805232,-86.1,333,1.1,143.8,-4.22,-1.59,-1.14,14:50:02.804
141.5,2792.8,4.6,-2.24,-8.77,-17.9,729.4,39.90563,32.805189,-100.8,334,0.6,140.5,-1.84,-1.39,5.44,14:50:02.905
142.6,2783.4,0.07,-0.31,-11.35,-18.1,729.5,39.905644,32.805227,-88.8,335,0.5,141.0,2.58,-1.69,3.61,14:50:03.006
139.0,2784.0,0.27,0.2,-9.58,-17.8,730.1,39.905655,32.805245,-94.4,336,0.1,139.3,13.24,-4.21,3.52,14:50:03.107
135.4,2791.6,-2.07,-3.16,-12.12,-17.7,730.0,39.905652,32.805235,-100.6,337,0.7,135.8,-7.49,0.12,15.41,14:50:03.208
137.9,2783.5,-0.79,2.7,-7.58,-18.4,730.0,39.905664,32.805239,-98.2,338,1.9,137.4,0.84,-3.82,4.66,14:50:03.308
138.9,2769.0,-1.72,0.01,-10.98,-18.0,730.6,39.905646,32.805264,-102.9,339,0.9,139.3,1.2,-2.5,4.48,14:50:03.409
140.0,2765.4,1.68,0.46,-11.06,-18.0,732.2,39.905643,32.805258,-100.2,340,0.7,139.5,-2.59,-0.21,-2.78,14:50:03.510
139.7,2746.5,4.02,6.13,-10.63,-18.1,733.1,39.905667,32.805223,-89.0,341,0.1,139.0,0.37,-4.88,-1.04,14:50:03.611
135.0,2773.8,-0.61,2.61,-9.86,-18.1,731.9,39.905659,32.805217,-93.5,342,1.5,133.3,-5.64,5.72,-3.1,14:50:03.711
135.4,2793.9,-3.36,0.98,-9.84,-18.3,729.4,39.905659,32.805244,-104.3,343,0.6,135.3,-1.1,1.97,7.66,14:50:03.812
142.6,2778.3,1.91,4.73,-8.79,-18.4,730.9,39.905659,32.805245,-102.9,344,1.4,141.6,-5.22,-8.56,-5.1,14:50:03.913
140.3,2792.1,-0.61,5.43,-10.29,-18.7,730.0,39.905623,32.805235,-101.7,345,0.4,139.1,0.02,2.61,-9.28,14:50:04.014
138.8,2768.2,0.58,2.38,-10.13,-18.0,731.4,39.905659,32.80522,-93.2,346,1.8,135.4,-6.17,-11.37,-3.68,14:50:04.115
140.1,2767.3,-2.3,-0.1,-11.68,-18.3,730.8,39.905643,32.80526,-95.0,347,1.5,138.8,-3.4,-0.16,1.01,14:50:04.215
137.8,2773.6,-0.65,-0.68,-10.36,-18.4,731.0,39.905637,32.805237,-95.4,348,0.2,136.9,0.65,-5.1,3.95,14:50:04.316
137.4,2739.4,-1.94,2.63,-9.67,-18.3,734.3,39.905653,32.805252,-94.6,349,1.5,136.5,7.49,4.94,6.64,14:50:04.417
135.9,2745.4,2.56,-2.37,-7.88,-17.9,733.8,39.905671,32.805224,-101.5,350,1.7,135.4,2.93,-8.56,-4.53,14:50:04.517
135.6,2761.1,3.72,-2.68,-10.72,-18.6,733.0,39.905701,32.805242,-92.4,351,0.5,135.8,0.83,1.84,-2.97,14:50:04.618
134.3,2747.3,0.38,-1.02,-10.34,-17.6,733.2,39.905668,32.805228,-98.1,352,1.0,132.8,-3.35,-9.78,4.07,14:50:04.718
135.5,2763.4,0.57,-1.14,-9.85,-18.4,732.9,39.90568,32.805267,-95.5,353,0.1,136.0,-3.65,0.94,4.66,14:50:04.819
