velocity,altitude,accel_x,accel_y,accel_z,temperature,pressure,latitude,longitude,sinyal_gücü,paket_no,paket_kaybi,vertical_velocity,gyro_x,gyro_y,gyro_z,timestamp,altitude_raw,altitude_kalman,velocity_raw,velocity_kalman,vertical_velocity_raw,vertical_velocity_kalman
0.0,1898.4,1.96,1.17,-9.2,-12.6,813.6,40.064124,32.963729,-97.9,158818,1.3,0.1,-1.28,1.24,-3.76,12:58:28.229,1861.4,1898.4,0,0.0,1.4,0.1
132.9,2762.8,-0.01,1.72,-10.63,-18.6,731.3,40.065178,32.964779,-87.7,159875,2.0,133.4,-10.07,-0.8,6.81,12:58:28.280,2771.4,2762.8,133.4,132.9,133.8,133.4
1.2,5.3,3.52,-0.59,-11.05,-1.3,1013.2,40.066754,32.96642,-102.4,161484,0.8,2.2,0.63,-1.48,5.77,12:58:28.330,0,5.3,5.0,1.2,5.3,2.2
10.2,871.6,-0.92,-0.85,-10.93,-5.9,918.8,40.067974,32.967571,-93.0,162674,1.8,10.5,-7.34,4.56,1.67,12:58:28.380,831.9,871.6,9.3,10.2,10.4,10.5
62.1,1684.7,-0.22,-0.11,-9.01,-11.2,833.2,40.069183,32.968742,-87.0,163865,2.0,59.5,3.95,8.27,2.49,12:58:28.446,1661.5,1684.7,56.6,62.1,57.7,59.5
0.0,1518.6,4.47,1.35,-9.24,-10.3,852.8,40.070426,32.970041,-94.4,165135,0.7,0.3,1.71,0.24,-2.93,12:58:28.496,1470.8,1518.6,0,0.0,0.5,0.3
118.8,1870.3,-3.42,0.22,-8.27,-12.5,816.4,40.07166,32.97124,-97.8,166361,1.3,116.0,-4.36,4.92,-3.62,12:58:28.547,1839.2,1870.3,111.1,118.8,112.0,116.0
168.6,0.0,2.91,-1.14,-11.16,-1.2,1012.6,40.073312,32.97293,-102.3,168018,1.7,169.4,-4.91,-5.39,-11.72,12:58:28.612,0,0.0,173.3,168.6,173.0,169.4
10.5,910.9,1.51,1.36,-8.86,-7.2,915.3,40.074249,32.97387,-97.4,168954,1.2,10.2,-1.59,-0.36,-8.37,12:58:28.662,866.8,910.9,8.4,10.5,8.7,10.2
57.4,1599.7,-1.23,-0.97,-11.0,-10.9,841.4,40.075434,32.975077,-100.4,170155,0.6,54.6,6.76,1.49,-4.45,12:58:28.716,1571.7,1599.7,51.9,57.4,52.5,54.6
0.0,2782.3,1.18,1.38,-10.54,-18.1,730.6,40.076529,32.976155,-94.7,171243,0.3,-0.1,5.69,-6.18,-7.96,12:58:28.767,2782.8,2782.3,0,0.0,-1.0,-0.1
134.4,2769.8,0.01,-2.5,-7.57,-18.0,730.0,40.077681,32.977339,-104.9,172445,1.7,135.3,5.91,1.11,-1.56,12:58:28.816,2784.5,2769.8,136.3,134.4,136.5,135.3
0.0,2289.9,0.54,-1.04,-6.7,-14.8,776.7,40.079148,32.978736,-89.6,173855,1.9,0.3,-2.12,-7.86,10.4,12:58:28.878,2262.6,2289.9,0,0.0,-0.1,0.3
0.0,2349.7,-1.14,-2.49,-8.01,-15.2,769.9,40.080402,32.979994,-99.3,175105,0.6,-0.7,2.54,-5.5,9.15,12:58:28.913,2329.8,2349.7,0,0.0,-0.7,-0.7
150.3,2783.8,-0.81,1.68,-8.68,-18.1,729.6,40.081518,32.981126,-94.1,176221,1.6,149.4,-5.29,5.4,-3.56,12:58:28.979,2798.0,2783.8,151.6,150.3,151.9,149.4
0.0,1704.7,-0.09,1.52,-8.51,-11.8,825.8,40.082644,32.982177,-93.9,177319,0.8,0.0,6.26,3.68,-1.85,12:58:29.029,1746.2,1704.7,0,0.0,-0.7,0.0
36.0,1251.4,5.43,-1.62,-12.94,-9.4,869.6,40.083818,32.983445,-90.8,178538,0.4,37.8,-2.07,-11.86,-2.48,12:58:29.080,1293.4,1251.4,38.3,36.0,37.3,37.8
7.6,1645.4,-2.57,-0.43,-9.47,-12.0,829.6,40.085119,32.984764,-86.2,179827,0.6,7.6,-1.3,-5.73,0.59,12:58:29.130,1701.9,1645.4,5.7,7.6,6.4,7.6
0.3,344.8,-6.07,0.29,-11.08,-3.8,967.6,40.086313,32.985879,-95.6,180983,0.1,0.6,2.78,7.0,3.08,12:58:29.180,390.9,344.8,0,0.3,0.1,0.6
0.0,0.0,1.43,-1.41,-9.36,-1.6,1013.0,40.087406,32.987017,-86.5,182130,0.2,-0.2,-7.87,3.22,1.43,12:58:29.230,0,0.0,0,0.0,0.5,-0.2
0.0,2728.1,-2.26,-1.48,-7.72,-18.4,735.3,40.089114,32.988743,-85.0,183832,1.3,0.4,-8.78,3.93,-12.44,12:58:29.296,2728.6,2728.1,0,0.0,0.4,0.4
130.3,2738.7,0.38,-0.66,-8.65,-18.1,733.4,40.09031,32.989895,-86.8,185001,1.4,131.6,4.95,-1.67,8.17,12:58:29.330,2744.9,2738.7,132.4,130.3,131.8,131.6
0.0,2608.2,-2.98,2.55,-9.77,-17.6,744.3,40.091518,32.991129,-101.9,186224,0.8,-0.1,5.86,-1.29,6.78,12:58:29.395,2624.4,2608.2,0,0.0,0.2,-0.1
0.0,2736.1,5.87,0.51,-9.32,-18.1,732.7,40.092799,32.99242,-101.0,187513,1.1,-0.0,9.18,1.03,-10.34,12:58:29.446,2746.1,2736.1,0,0.0,-0.3,-0.0
112.0,1876.2,-2.28,5.47,-7.73,-12.4,811.2,40.09395,32.993558,-90.8,188645,0.3,113.9,6.0,8.56,1.99,12:58:29.496,1902.5,1876.2,116.5,112.0,115.4,113.9
0.0,1782.1,-0.92,0.16,-8.03,-12.3,819.2,40.095195,32.994792,-103.2,189893,0.8,0.1,2.24,-1.32,-6.05,12:58:29.546,1810.2,1782.1,0,0.0,0.4,0.1
115.2,1796.8,-2.98,0.21,-11.1,-12.5,823.8,40.096794,32.996389,-96.0,191500,0.5,112.2,1.18,4.45,1.71,12:58:29.597,1755.0,1796.8,108.7,115.2,108.5,112.2
0.0,1930.9,0.36,-2.55,-9.83,-13.0,810.4,40.098031,32.997625,-100.5,192744,0.4,0.5,-2.74,-7.77,-14.37,12:58:29.662,1894.2,1930.9,0,0.0,-0.6,0.5
8.9,608.4,-1.31,0.11,-10.55,-5.0,946.1,40.099404,32.999017,-91.1,194108,0.9,7.5,-2.77,1.2,0.14,12:58:29.697,582.6,608.4,2.8,8.9,2.0,7.5
133.8,2276.3,4.63,2.06,-10.52,-15.2,773.5,40.100283,32.999885,-89.7,194970,0.8,135.6,4.44,-3.24,1.95,12:58:29.763,2303.2,2276.3,136.4,133.8,136.1,135.6
53.6,0.0,3.74,3.95,-10.05,-1.9,1013.6,40.10127,33.000854,-91.0,195955,0.2,51.7,7.67,-7.69,-2.09,12:58:29.813,0,0.0,52.3,53.6,50.9,51.7
77.5,0.0,0.83,1.0,-11.46,-1.9,1013.4,40.102196,33.001785,-103.9,196894,0.3,76.6,-3.54,-2.45,2.99,12:58:29.864,0,0.0,77.5,77.5,76.6,76.6
118.6,1886.5,0.17,1.67,-7.74,-12.9,814.5,40.103099,33.002695,-86.5,197775,0.6,115.6,0.92,-2.8,8.96,12:58:29.913,1858.7,1886.5,111.1,118.6,111.5,115.6
0.0,2799.1,-0.84,-2.89,-8.93,-18.0,729.4,40.104167,33.003748,-88.3,198864,0.1,0.3,-3.28,5.26,2.67,12:58:29.964,2802.0,2799.1,0,0.0,2.2,0.3
0.0,2109.0,3.22,-1.8,-8.72,-13.7,793.6,40.105565,33.00518,-89.0,200265,1.3,-0.3,-3.0,0.07,-2.68,12:58:30.013,2077.5,2109.0,0,0.0,-0.5,-0.3
139.1,2770.8,-3.81,-4.87,-9.73,-17.6,732.0,40.106719,33.006284,-92.2,201407,1.8,137.0,-0.32,13.54,-0.79,12:58:30.079,2769.4,2770.8,137.4,139.1,138.0,137.0
0.0,2623.8,-3.77,-2.67,-9.72,-16.8,743.5,40.107859,33.007455,-102.0,202562,1.3,-0.0,-1.56,-10.27,3.28,12:58:30.129,2632.9,2623.8,0,0.0,0.1,-0.0
34.5,1230.1,0.67,1.09,-9.76,-9.4,874.2,40.108956,33.00858,-92.4,203668,1.2,36.3,-0.82,0.26,-0.58,12:58:30.180,1258.1,1230.1,32.7,34.5,33.1,36.3
0.0,0.0,4.29,-1.33,-8.17,-1.5,1012.9,40.110087,33.009663,-104.2,204781,1.6,-0.2,-6.25,-2.46,-7.71,12:58:30.230,0,0.0,0,0.0,-0.6,-0.2
177.7,0.0,-1.64,3.6,-8.84,-1.6,1013.0,40.111083,33.01063,-87.5,205751,1.4,177.5,-1.11,8.0,0.1,12:58:30.281,0,0.0,181.1,177.7,179.6,177.5
0.0,0.0,1.22,1.46,-9.83,-1.5,1013.1,40.112153,33.011801,-88.0,206869,0.8,0.2,5.22,6.3,-1.67,12:58:30.332,0,0.0,0,0.0,-0.2,0.2
49.8,0.0,-3.97,1.19,-7.61,-1.6,1012.7,40.113564,33.013169,-87.1,208279,1.7,50.9,11.0,-1.91,-1.76,12:58:30.395,0,0.0,50.9,49.8,50.0,50.9
77.0,0.0,-0.59,1.2,-8.5,-1.8,1013.6,40.114719,33.014317,-90.6,209419,1.6,76.6,2.14,2.31,4.66,12:58:30.446,0,0.0,79.8,77.0,78.7,76.6
7.7,35.0,0.5,-1.32,-11.55,-1.9,1013.3,40.115776,33.01536,-88.2,210486,1.2,4.1,0.92,0.69,-16.32,12:58:30.496,0,35.0,1.7,7.7,2.0,4.1
0.0,2786.6,-1.4,0.9,-9.02,-18.3,729.1,40.116749,33.01633,-85.4,211450,0.3,-0.0,1.68,3.93,-0.05,12:58:30.546,2788.2,2786.6,0,0.0,0.6,-0.0
0.0,1898.7,3.97,2.61,-9.03,-13.1,807.9,40.117775,33.017393,-99.5,212522,1.2,-0.0,0.43,3.68,3.56,12:58:30.597,1921.8,1898.7,0,0.0,-0.3,-0.0
149.5,2669.2,5.03,-2.42,-8.73,-17.4,739.7,40.119169,33.018783,-94.2,213882,1.8,149.3,-6.78,-3.01,-1.22,12:58:30.662,2672.6,2669.2,149.2,149.5,147.6,149.3
0.1,462.4,-0.61,0.92,-11.55,-3.8,956.7,40.120236,33.019792,-85.5,214920,0.9,-0.0,4.73,-0.73,5.03,12:58:30.713,488.4,462.4,0,0.1,-0.6,-0.0
0.0,0.0,4.04,-1.96,-9.34,-1.5,1013.4,40.121381,33.02102,-85.5,216110,0.7,0.0,-0.08,8.26,3.45,12:58:30.763,0,0.0,0,0.0,-0.2,0.0
0.0,0.0,-2.88,-1.6,-8.33,-1.5,1013.5,40.122577,33.022191,-85.8,217286,1.4,0.3,7.51,3.71,2.0,12:58:30.813,0,0.0,0,0.0,0.8,0.3
124.7,0.0,-2.79,1.58,-12.09,-1.3,1013.3,40.123775,33.023377,-98.5,218499,0.9,120.7,-0.03,-9.72,5.02,12:58:30.863,0,0.0,118.5,124.7,118.2,120.7
7.1,162.5,-2.73,-1.13,-10.76,-2.9,990.1,40.125241,33.024819,-102.1,219925,1.6,9.5,-3.52,14.91,-0.29,12:58:30.913,191.9,162.5,12.7,7.1,11.7,9.5
66.3,0.0,1.59,-0.35,-11.34,-1.6,1013.6,40.126363,33.025965,-95.8,221050,0.8,64.9,-5.4,1.1,-0.1,12:58:30.979,0,0.0,61.3,66.3,61.0,64.9
57.3,0.0,-3.07,3.81,-9.75,-1.4,1013.7,40.127403,33.027012,-92.8,222110,0.1,55.5,4.51,-7.02,10.96,12:58:31.030,0,0.0,52.2,57.3,52.1,55.5
0.0,0.0,0.36,-0.43,-9.59,-1.6,1013.8,40.128487,33.028103,-89.2,223220,1.4,-0.1,-9.91,-6.08,-1.07,12:58:31.079,0,0.0,0,0.0,0.4,-0.1
168.0,0.0,3.79,0.8,-10.55,-2.0,1012.8,40.129864,33.029425,-94.4,224564,0.5,168.4,-6.3,5.98,-3.35,12:58:31.129,0,0.0,172.0,168.0,169.8,168.4
0.0,0.0,-1.58,-2.4,-11.6,-1.4,1013.0,40.130906,33.030507,-101.8,225625,0.4,0.7,-2.54,-6.02,-0.32,12:58:31.180,0,0.0,0,0.0,1.9,0.7
0.0,0.0,1.97,-2.7,-10.68,-1.3,1013.1,40.132115,33.031766,-99.0,226860,1.2,-0.4,-8.16,-4.46,1.37,12:58:31.230,0,0.0,0,0.0,-1.2,-0.4
67.7,0.0,-2.05,-1.26,-9.78,-1.3,1013.2,40.133617,33.033224,-100.1,228359,1.3,65.4,1.61,9.3,-3.23,12:58:31.296,0,0.0,64.1,67.7,63.0,65.4
0.0,0.0,-1.92,1.94,-11.03,-1.6,1013.4,40.134874,33.034427,-85.7,229544,1.6,-0.1,-7.0,-1.0,-5.27,12:58:31.345,0,0.0,0,0.0,-1.7,-0.1
16.0,0.0,4.21,2.6,-10.39,-1.6,1012.4,40.135945,33.035549,-104.5,230621,1.9,18.7,-4.97,5.37,4.09,12:58:31.396,0,0.0,20.3,16.0,19.4,18.7
0.6,0.1,-1.36,1.21,-9.95,-1.5,1013.0,40.137202,33.036772,-98.3,231866,0.7,0.0,3.62,-7.87,5.05,12:58:31.446,0,0.1,0,0.6,0.1,0.0
4.5,0.0,-1.92,-2.98,-10.89,-1.4,1014.3,40.138612,33.038178,-92.2,233284,0.3,4.6,0.28,-11.39,2.78,12:58:31.512,0,0.0,2.4,4.5,1.8,4.6
59.8,0.0,1.93,0.64,-8.25,-1.3,1013.5,40.139794,33.03937,-90.9,234476,1.3,61.0,-1.51,-4.43,6.7,12:58:31.562,0,0.0,62.1,59.8,61.4,61.0
0.0,0.0,3.06,-3.01,-9.2,-1.2,1013.2,40.141022,33.040596,-87.2,235735,1.7,-0.0,5.39,5.36,1.62,12:58:31.613,0,0.0,0,0.0,-0.2,-0.0
64.4,0.0,-2.9,-3.5,-8.93,-1.4,1012.6,40.142287,33.041874,-96.2,236965,1.7,68.0,1.97,3.36,-1.84,12:58:31.663,0,0.0,71.3,64.4,72.1,68.0
1.0,1.4,-2.82,-0.52,-9.45,-2.4,1013.5,40.143468,33.043074,-99.3,238142,0.3,0.9,2.74,-7.13,5.66,12:58:31.713,0,1.4,0,1.0,2.0,0.9
0.5,0.3,-5.17,-1.05,-11.06,-1.7,1013.0,40.144694,33.044324,-104.0,239404,0.1,0.2,-1.06,3.19,4.55,12:58:31.763,0,0.3,0,0.5,1.1,0.2
15.6,0.0,-0.04,2.66,-10.8,-1.3,1013.5,40.14638,33.04597,-94.8,241071,1.1,13.5,3.1,6.94,0.16,12:58:31.829,0,0.0,12.4,15.6,14.0,13.5
0.0,0.0,-5.59,2.43,-9.76,-1.4,1013.1,40.147535,33.047153,-89.9,242240,1.8,0.0,8.72,-11.31,4.45,12:58:31.878,0,0.0,0,0.0,-0.8,0.0
156.5,0.0,-1.73,-1.45,-8.14,-2.1,1014.0,40.148682,33.048263,-90.4,243385,1.9,158.6,-6.26,1.93,0.38,12:58:31.929,0,0.0,163.0,156.5,163.4,158.6
1.1,2.3,0.05,-4.24,-10.05,-1.5,1013.8,40.14972,33.049348,-104.2,244424,1.1,1.0,4.12,4.29,-1.56,12:58:31.979,0,2.3,0,1.1,1.5,1.0
46.0,1386.5,-3.9,4.23,-9.39,-10.1,864.6,40.150879,33.050489,-98.8,245571,0.4,42.8,2.35,4.29,-1.05,12:58:32.030,1355.7,1386.5,40.6,46.0,39.6,42.8
0.0,1371.0,2.27,0.61,-10.38,-9.3,866.5,40.152117,33.051712,-88.1,246828,1.3,0.4,1.77,-2.18,-0.47,12:58:32.080,1331.1,1371.0,0,0.0,1.0,0.4
0.0,0.0,-2.37,-0.09,-9.78,-1.7,1013.0,40.153742,33.053352,-99.9,248452,1.3,0.3,-1.25,-5.63,5.96,12:58:32.130,0,0.0,0,0.0,-0.2,0.3
118.6,0.0,0.1,-1.17,-9.92,-1.8,1012.7,40.154936,33.054529,-103.3,249603,0.0,121.5,-11.31,-7.63,0.61,12:58:32.196,0,0.0,126.6,118.6,126.4,121.5
0.0,0.0,0.95,-0.05,-9.31,-1.8,1013.8,40.156259,33.055837,-96.1,250918,0.4,-0.5,1.77,-8.96,-4.02,12:58:32.246,0,0.0,0,0.0,-1.7,-0.5
1.7,0.0,0.09,0.76,-10.68,-1.6,1013.3,40.157407,33.057005,-97.0,252123,1.9,1.9,1.04,5.81,5.02,12:58:32.296,0,0.0,3.0,1.7,3.0,1.9
1.8,2.4,-4.94,2.23,-10.14,-1.5,1012.3,40.158546,33.058101,-85.9,253220,1.7,2.3,3.17,1.93,-5.77,12:58:32.346,0,2.4,2.2,1.8,3.3,2.3
147.3,2542.8,0.31,1.08,-7.36,-16.2,752.1,40.15954,33.059156,-92.6,254243,0.1,146.6,-4.77,8.33,-1.73,12:58:32.396,2540.4,2542.8,145.3,147.3,144.8,146.6
0.0,2495.8,-0.98,-1.29,-12.2,-16.8,756.8,40.160774,33.060381,-86.6,255508,0.8,0.3,-3.53,-1.14,5.22,12:58:32.446,2480.4,2495.8,0,0.0,-1.0,0.3
0.0,0.0,-2.88,3.62,-10.16,-1.7,1013.2,40.162382,33.061973,-98.9,257071,0.8,-0.4,-14.24,1.5,5.72,12:58:32.512,0,0.0,0,0.0,-0.8,-0.4
0.0,0.0,-2.75,-3.33,-9.04,-1.1,1012.9,40.163611,33.063155,-97.7,258290,1.7,0.5,4.04,5.43,1.61,12:58:32.562,0,0.0,0,0.0,-0.0,0.5
0.0,1093.2,0.22,0.86,-9.87,-7.9,894.1,40.1647,33.064328,-103.3,259417,1.1,0.4,-3.88,-0.44,-3.45,12:58:32.612,1056.3,1093.2,0,0.0,0.7,0.4
87.9,1317.6,1.61,0.52,-10.29,-8.6,872.5,40.165961,33.065514,-90.0,260656,0.7,84.3,-3.07,0.61,3.36,12:58:32.664,1277.2,1317.6,84.7,87.9,84.2,84.3
0.0,2804.6,0.3,1.78,-10.94,-18.5,729.0,40.166984,33.066596,-91.8,261698,1.3,-0.1,2.68,2.06,4.96,12:58:32.713,2793.7,2804.6,0,0.0,-0.3,-0.1
0.0,2693.0,1.87,0.46,-12.71,-17.4,737.9,40.168214,33.06781,-88.8,262897,1.9,0.5,1.56,-0.28,-2.05,12:58:32.768,2701.7,2693.0,0,0.0,-0.4,0.5
116.6,1950.2,1.41,1.72,-8.42,-13.4,803.0,40.169358,33.068952,-93.8,264050,1.9,118.7,-5.19,9.15,5.46,12:58:32.829,1973.4,1950.2,123.0,116.6,121.7,118.7
35.1,0.0,-4.21,-5.52,-8.58,-1.7,1012.9,40.170426,33.069992,-89.5,265105,0.3,32.0,-1.2,-0.09,-2.79,12:58:32.880,0,0.0,29.0,35.1,28.9,32.0
0.4,0.0,0.0,1.55,-10.03,-1.3,1013.2,40.171527,33.071126,-92.1,266268,0.5,0.6,1.67,-1.11,7.43,12:58:32.930,0,0.0,0,0.4,1.7,0.6
0.0,0.0,1.3,-1.99,-10.17,-1.3,1013.2,40.172785,33.072377,-91.9,267486,0.7,0.3,7.15,-5.42,-8.06,12:58:32.980,0,0.0,0,0.0,1.3,0.3
0.0,652.1,0.41,3.42,-9.65,-5.6,934.8,40.174269,33.073877,-95.9,268969,1.7,0.3,-2.49,-1.46,-15.73,12:58:33.045,686.1,652.1,0,0.0,-0.0,0.3
0.0,0.0,0.15,3.4,-7.79,-1.3,1013.9,40.17542,33.074995,-93.7,270080,2.0,-0.3,-11.67,0.34,-2.27,12:58:33.096,0,0.0,0,0.0,-2.0,-0.3
50.2,0.0,4.6,-3.27,-11.23,-1.4,1012.9,40.17665,33.076234,-100.1,271359,2.0,47.3,-5.21,3.38,5.64,12:58:33.145,0,0.0,42.6,50.2,42.4,47.3
69.5,1953.5,0.84,-0.03,-9.88,-13.2,802.8,40.178152,33.077761,-92.7,272846,0.7,72.3,0.36,-3.83,-3.01,12:58:33.212,1985.1,1953.5,73.8,69.5,73.9,72.3
10.6,1299.2,-0.86,-1.2,-9.19,-9.7,866.1,40.179314,33.078955,-85.5,274045,0.9,10.7,-3.76,2.65,3.45,12:58:33.247,1336.1,1299.2,7.5,10.6,9.5,10.7
0.2,392.0,4.93,-1.8,-9.14,-4.0,964.0,40.180521,33.080129,-103.3,275233,0.5,0.4,6.64,5.76,-0.84,12:58:33.312,427.2,392.0,0,0.2,0.0,0.4
0.0,0.0,3.37,-0.97,-8.69,-1.7,1013.5,40.181637,33.081245,-98.4,276348,1.3,0.1,-2.93,4.55,3.59,12:58:33.363,0,0.0,0,0.0,1.3,0.1
72.8,0.0,-0.71,4.62,-8.63,-1.3,1012.6,40.182883,33.082483,-93.0,277579,0.8,70.4,11.17,-6.65,-1.37,12:58:33.413,0,0.0,70.1,72.8,68.8,70.4
113.6,2569.8,3.63,-1.16,-9.38,-16.9,746.2,40.184474,33.084117,-96.7,279208,1.8,114.6,0.17,-8.04,0.42,12:58:33.479,2596.8,2569.8,115.5,113.6,114.2,114.6
0.0,2531.3,-0.48,0.73,-10.71,-16.7,750.6,40.185752,33.085344,-92.8,280458,0.8,-0.1,2.67,-5.14,-1.59,12:58:33.529,2548.0,2531.3,0,0.0,1.3,-0.1
0.0,2755.0,-0.82,-0.07,-8.14,-17.8,733.9,40.187074,33.086685,-93.1,281765,0.9,0.1,0.31,3.61,5.24,12:58:33.579,2752.9,2755.0,0,0.0,-0.4,0.1
148.3,2606.3,-0.53,1.4,-10.16,-17.5,743.6,40.188315,33.087867,-103.8,282984,2.0,148.4,0.31,-0.81,5.75,12:58:33.629,2629.0,2606.3,148.0,148.3,148.2,148.4
0.0,2736.5,1.81,3.47,-10.92,-17.6,735.4,40.189666,33.089297,-104.0,284359,0.4,0.3,4.11,-8.31,-1.63,12:58:33.695,2728.2,2736.5,0,0.0,1.1,0.3
144.1,2798.4,1.57,-0.82,-10.47,-17.8,729.0,40.190857,33.090475,-103.8,285572,1.7,144.6,6.06,-1.7,3.95,12:58:33.746,2792.9,2798.4,146.7,144.1,146.4,144.6
0.0,2794.5,-1.31,-0.02,-9.48,-18.4,730.4,40.192119,33.091757,-87.3,286826,0.3,0.4,5.05,2.52,4.34,12:58:33.797,2789.6,2794.5,0,0.0,1.9,0.4
0.1,0.0,-4.18,2.35,-10.76,-1.3,1013.0,40.193729,33.093316,-100.4,288427,1.9,-0.2,4.54,1.36,6.05,12:58:33.862,0,0.0,0,0.1,-0.5,-0.2
14.2,501.0,6.06,-3.05,-8.98,-3.6,960.1,40.194924,33.094515,-103.1,289621,1.0,12.3,6.15,6.98,-11.71,12:58:33.913,458.2,501.0,11.2,14.2,11.6,12.3
0.0,2512.0,5.67,-1.25,-11.27,-16.7,756.1,40.195971,33.095594,-88.6,290690,0.3,0.2,0.32,1.09,-7.51,12:58:33.963,2481.3,2512.0,0,0.0,2.0,0.2
139.9,2784.5,-0.56,2.39,-9.74,-18.4,730.4,40.197143,33.096741,-85.0,291838,0.2,141.6,-6.22,-0.94,5.26,12:58:34.013,2782.0,2784.5,144.5,139.9,143.8,141.6
1.1,2024.8,-2.82,-5.09,-14.81,-14.4,796.1,40.198286,33.097847,-94.5,292960,1.8,0.3,3.31,-3.42,-2.65,12:58:34.063,2054.5,2024.8,0,1.1,-1.3,0.3
12.5,0.0,4.39,0.15,-9.87,-1.3,1012.9,40.199345,33.098959,-104.7,294044,2.0,9.7,-0.46,0.05,3.25,12:58:34.113,0,0.0,7.4,12.5,8.2,9.7
13.3,288.3,-2.68,-4.12,-9.49,-3.4,974.8,40.200652,33.100243,-102.9,295332,0.1,16.4,0.03,-6.5,-6.13,12:58:34.165,318.4,288.3,17.6,13.3,18.5,16.4
63.6,0.0,0.35,-1.28,-8.29,-1.6,1014.1,40.201789,33.101359,-89.3,296458,0.7,61.4,-2.57,-7.47,0.49,12:58:34.216,0,0.0,59.5,63.6,59.2,61.4
87.5,2224.4,-0.92,-1.96,-10.35,-15.2,779.5,40.203295,33.102934,-88.6,298009,0.3,89.5,-2.32,-2.15,7.09,12:58:34.263,2235.3,2224.4,93.9,87.5,92.6,89.5
8.3,1622.4,-7.26,2.11,-8.83,-11.5,834.4,40.204461,33.104113,-96.1,299205,0.1,8.2,-3.84,-4.2,2.35,12:58:34.320,1647.3,1622.4,10.0,8.3,11.4,8.2
28.6,0.0,1.44,-1.39,-6.91,-2.2,1013.6,40.205639,33.105242,-90.3,300307,1.2,24.7,1.06,-1.17,2.12,12:58:34.379,0,0.0,22.0,28.6,19.2,24.7
0.0,0.0,-1.06,6.84,-8.11,-1.5,1013.3,40.20685,33.106439,-89.4,301518,1.1,-0.4,-6.08,8.25,3.91,12:58:34.429,0,0.0,0,0.0,-0.5,-0.4
61.1,0.0,-0.26,-0.67,-7.75,-1.5,1013.0,40.207875,33.107497,-95.7,302559,1.1,62.4,-9.35,-1.79,-10.02,12:58:34.481,0,0.0,66.8,61.1,67.0,62.4
0.0,0.0,-1.78,2.45,-10.81,-1.6,1013.6,40.209394,33.108985,-102.8,304082,0.9,0.0,1.77,-2.22,0.04,12:58:34.530,0,0.0,0,0.0,-0.9,0.0
0.0,0.0,-2.46,-1.91,-9.74,-1.3,1013.0,40.210507,33.110141,-100.7,305237,1.1,0.3,4.75,-1.95,2.09,12:58:34.596,0,0.0,0,0.0,1.7,0.3
178.4,0.0,0.07,-2.93,-11.43,-1.5,1013.0,40.211633,33.111253,-101.6,306337,0.8,176.7,6.26,3.15,-1.85,12:58:34.647,0,0.0,176.2,178.4,174.3,176.7
0.0,0.0,-1.44,0.63,-9.06,-1.6,1013.3,40.213102,33.11272,-90.6,307823,1.8,0.5,-6.57,3.95,-1.57,12:58:34.712,0,0.0,0,0.0,0.5,0.5
76.2,0.0,2.36,-0.89,-9.8,-1.9,1012.5,40.214269,33.113861,-98.4,308976,1.9,75.3,1.94,-6.67,-3.31,12:58:34.762,0,0.0,75.3,76.2,73.3,75.3
42.3,0.0,2.46,2.35,-10.28,-1.4,1013.3,40.215409,33.115034,-92.2,310120,1.9,41.1,-2.86,-0.28,-3.53,12:58:34.810,0,0.0,42.6,42.3,43.6,41.1
0.0,0.0,-2.11,2.18,-9.05,-1.7,1013.2,40.216548,33.116126,-85.9,311248,1.9,-0.3,-4.46,0.5,1.7,12:58:34.862,0,0.0,0,0.0,0.0,-0.3
30.3,0.0,-3.97,1.93,-11.1,-1.5,1013.2,40.217625,33.117181,-98.8,312321,0.7,33.9,4.26,-5.94,0.06,12:58:34.912,0,0.0,35.3,30.3,35.4,33.9
10.9,881.8,1.26,-1.08,-10.06,-6.6,918.1,40.218761,33.118368,-97.0,313469,0.7,10.3,-10.22,-5.16,1.25,12:58:34.962,838.7,881.8,8.3,10.9,8.0,10.3
21.2,736.7,1.87,-2.85,-11.18,-5.8,934.4,40.220071,33.119608,-86.4,314736,0.1,19.1,2.88,3.83,9.83,12:58:35.012,684.7,736.7,20.0,21.2,20.5,19.1
0.0,2290.8,-1.16,1.72,-9.03,-15.6,774.7,40.221146,33.120766,-102.7,315855,0.1,0.1,-1.85,-1.18,-0.1,12:58:35.063,2278.0,2290.8,0,0.0,1.7,0.1
70.1,1032.0,2.12,1.7,-9.43,-7.5,901.5,40.222513,33.122135,-96.6,317227,1.1,67.1,2.58,0.15,-5.99,12:58:35.113,1001.5,1032.0,66.0,70.1,66.5,67.1
0.0,620.6,-3.9,1.74,-10.4,-5.0,945.7,40.223808,33.123435,-100.5,318514,1.6,0.1,-4.62,-1.71,3.74,12:58:35.164,584.5,620.6,0,0.0,0.6,0.1
0.0,2802.2,1.07,2.75,-10.9,-18.4,728.5,40.224823,33.124375,-86.2,319508,0.2,-0.2,3.19,-2.51,-7.62,12:58:35.223,2811.0,2802.2,0,0.0,-1.2,-0.2
150.0,2764.5,3.28,-3.38,-10.48,-17.9,731.8,40.226071,33.125646,-99.3,320729,1.1,149.7,-2.83,7.14,-11.96,12:58:35.280,2767.3,2764.5,150.7,150.0,152.4,149.7
