KayitZamani,PaketNumarasi,Irtifa,Hiz,Enlem,Boylam,IvmeX,IvmeY,IvmeZ,GyroX,GyroY,GyroZ,FaEnlem,FaBoylam,FaBasinc
2026-05-10 15:19:35,516,1490.0,49.9,39.905816,32.805416,-1.28,-0.33,-10.82,-7.31,5.58,0.65,39.906816,32.806416,850.3
2026-05-10 15:19:35,517,1485.7,48.6,39.905817,32.805417,6.21,-0.21,-7.83,-4.06,5.67,-0.74,39.906817,32.806417,850.8
2026-05-10 15:19:35,518,1462.1,50.6,39.905818,32.805418,-0.24,-3.30,-8.64,-3.25,8.87,0.51,39.906818,32.806418,853.1
2026-05-10 15:19:35,519,1442.1,48.2,39.905819,32.805419,-3.90,2.59,-10.17,-5.00,16.80,-0.84,39.906819,32.806419,855.1
2026-05-10 15:19:35,520,1437.2,50.9,39.905820,32.805420,0.58,2.24,-11.59,-4.31,7.02,-0.28,39.906820,32.806420,855.6
2026-05-10 15:19:35,521,1438.8,44.8,39.905821,32.805421,0.47,-1.45,-8.71,-6.12,15.15,0.87,39.906821,32.806421,855.5
2026-05-10 15:19:35,522,1429.8,43.6,39.905822,32.805422,4.12,-2.99,-8.13,-6.37,5.43,1.16,39.906822,32.806422,856.4
2026-05-10 15:19:35,523,1392.4,44.6,39.905823,32.805423,3.88,3.07,-9.33,-5.67,16.83,0.26,39.906823,32.806423,860.2
2026-05-10 15:19:35,524,1402.9,42.9,39.905824,32.805424,-0.08,0.77,-9.86,-7.18,5.16,1.43,39.906824,32.806424,859.1
2026-05-10 15:19:36,525,1380.6,42.3,39.905825,32.805425,3.82,-1.35,-11.61,-6.31,16.05,-0.37,39.906825,32.806425,861.3
2026-05-10 15:19:36,526,1377.6,44.9,39.905826,32.805426,-0.04,0.27,-6.14,-6.98,15.42,-0.89,39.906826,32.806426,861.6
2026-05-10 15:19:36,527,1363.4,42.3,39.905827,32.805427,-1.78,-2.33,-10.56,-2.14,19.07,0.06,39.906827,32.806427,863.1
2026-05-10 15:19:36,528,1345.1,40.1,39.905828,32.805428,0.24,-1.81,-7.83,-6.09,5.15,0.27,39.906828,32.806428,865.0
2026-05-10 15:19:36,529,1335.3,43.9,39.905829,32.805429,0.36,1.96,-9.47,-6.02,8.90,-0.24,39.906829,32.806429,865.9
2026-05-10 15:19:36,530,1323.6,42.9,39.905830,32.805430,3.92,-4.01,-10.95,-4.70,15.56,0.02,39.906830,32.806430,867.1
2026-05-10 15:19:36,531,1318.9,41.8,39.905831,32.805431,0.94,-1.71,-12.35,-2.67,4.25,0.28,39.906831,32.806431,867.6
2026-05-10 15:19:36,532,1295.0,42.8,39.905832,32.805432,-2.03,2.06,-10.05,-4.54,6.83,-0.54,39.906832,32.806432,870.1
2026-05-10 15:19:36,533,1282.7,37.4,39.905833,32.805433,-5.53,-4.46,-11.07,-3.77,8.74,0.96,39.906833,32.806433,871.3
2026-05-10 15:19:37,534,1272.5,37.3,39.905834,32.805434,3.83,-0.59,-8.51,-6.72,14.83,1.89,39.906834,32.806434,872.4
2026-05-10 15:19:37,535,1282.0,38.3,39.905835,32.805435,1.81,-1.62,-7.77,-6.58,4.62,-0.50,39.906835,32.806435,871.4
2026-05-10 15:19:37,536,1251.0,37.2,39.905836,32.805436,-1.20,-5.50,-9.47,-3.37,18.40,-0.16,39.906836,32.806436,874.6
2026-05-10 15:19:38,537,1247.5,36.4,39.905837,32.805437,0.19,1.15,-12.03,-2.61,13.37,0.03,39.906837,32.806437,874.9
2026-05-10 15:19:38,538,1220.4,40.1,39.905838,32.805438,1.76,1.28,-12.21,-1.75,13.31,-1.68,39.906838,32.806438,877.7
2026-05-10 15:19:38,539,1201.1,36.6,39.905839,32.805439,1.48,-1.07,-10.35,-3.06,13.24,0.88,39.906839,32.806439,879.7
2026-05-10 15:19:38,540,1193.7,36.6,39.905840,32.805440,1.55,0.62,-9.07,-5.45,12.09,-1.04,39.906840,32.806440,880.5
2026-05-10 15:19:38,541,1182.6,33.8,39.905841,32.805441,3.22,-2.61,-11.43,-4.33,15.41,0.78,39.906841,32.806441,881.6
2026-05-10 15:19:38,542,1161.0,37.9,39.905842,32.805442,3.07,-0.48,-10.21,-3.83,14.56,-0.51,39.906842,32.806442,883.9
2026-05-10 15:19:39,543,1159.9,37.3,39.905843,32.805443,-0.65,-1.15,-11.43,-3.04,4.04,0.13,39.906843,32.806443,884.0
2026-05-10 15:19:39,544,1144.5,36.7,39.905844,32.805444,-4.02,0.14,-9.99,-4.21,1.10,0.43,39.906844,32.806444,885.6
2026-05-10 15:19:39,545,1127.8,32.7,39.905845,32.805445,2.14,2.35,-8.92,-2.32,15.70,0.92,39.906845,32.806445,887.3
2026-05-10 15:19:39,546,1139.4,34.8,39.905846,32.805446,-0.34,1.43,-9.38,-4.85,13.42,-0.90,39.906846,32.806446,886.1
2026-05-10 15:19:39,547,1118.0,29.6,39.905847,32.805447,0.72,-1.21,-7.77,-5.16,13.78,1.28,39.906847,32.806447,888.4
2026-05-10 15:19:39,548,1091.8,29.8,39.905848,32.805448,-0.73,4.01,-9.98,-4.68,13.55,0.02,39.906848,32.806448,891.1
2026-05-10 15:19:39,549,1064.7,30.2,39.905849,32.805449,0.34,3.74,-8.36,-3.82,9.55,1.27,39.906849,32.806449,894.0
2026-05-10 15:19:39,550,1060.5,30.7,39.905850,32.805450,1.51,2.33,-9.66,-4.07,10.34,0.38,39.906850,32.806450,894.4
2026-05-10 15:19:39,551,1059.8,32.8,39.905851,32.805451,-4.16,-0.42,-8.93,-5.16,9.86,0.12,39.906851,32.806451,894.5
2026-05-10 15:19:40,552,1032.2,27.9,39.905852,32.805452,-2.11,1.80,-9.32,-2.90,7.24,0.51,39.906852,32.806452,897.4
2026-05-10 15:19:40,553,1036.2,30.0,39.905853,32.805453,-1.80,-1.11,-11.67,-4.64,18.72,0.61,39.906853,32.806453,897.0
2026-05-10 15:19:40,554,1005.2,31.2,39.905854,32.805454,-3.06,0.31,-9.55,-4.67,7.97,1.01,39.906854,32.806454,900.2
2026-05-10 15:19:40,555,1009.1,30.7,39.905855,32.805455,3.81,0.67,-9.40,-2.75,15.59,0.18,39.906855,32.806455,899.8
2026-05-10 15:19:40,556,992.2,29.1,39.905856,32.805456,-1.28,0.71,-8.75,-4.95,2.41,-0.07,39.906856,32.806456,901.6
2026-05-10 15:19:40,557,980.2,28.6,39.905857,32.805457,-0.75,3.11,-8.66,-2.34,9.12,0.14,39.906857,32.806457,902.9
2026-05-10 15:19:40,558,963.3,26.5,39.905858,32.805458,-0.41,1.41,-10.46,-1.67,8.60,0.96,39.906858,32.806458,904.7
2026-05-10 15:19:40,559,954.0,27.2,39.905859,32.805459,-1.75,1.47,-8.58,-3.96,12.77,0.81,39.906859,32.806459,905.7
2026-05-10 15:19:40,560,930.2,20.9,39.905860,32.805460,2.01,1.73,-9.47,-5.11,4.64,-0.38,39.906860,32.806460,908.2
2026-05-10 15:19:40,561,930.1,24.0,39.905861,32.805461,-2.35,2.38,-8.88,-3.22,9.24,-0.07,39.906861,32.806461,908.2
2026-05-10 15:19:41,562,905.0,23.8,39.905862,32.805462,-2.59,0.67,-10.03,-1.83,5.37,-1.05,39.906862,32.806462,910.9
2026-05-10 15:19:41,563,903.8,24.9,39.905863,32.805463,2.43,2.95,-8.54,-3.68,7.42,1.07,39.906863,32.806463,911.0
2026-05-10 15:19:41,564,884.4,26.2,39.905864,32.805464,-0.55,0.78,-10.26,-2.19,6.93,1.48,39.906864,32.806464,913.1
2026-05-10 15:19:41,565,855.3,23.1,39.905865,32.805465,0.18,-0.59,-9.86,-1.68,10.60,-0.50,39.906865,32.806465,916.3
2026-05-10 15:19:41,566,846.1,21.8,39.905866,32.805466,3.88,0.11,-10.27,-2.86,24.63,-0.12,39.906866,32.806466,917.2
2026-05-10 15:19:41,567,865.8,18.7,39.905867,32.805467,7.78,1.21,-10.47,-1.01,16.10,-0.85,39.906867,32.806467,915.1
2026-05-10 15:19:41,568,821.3,23.0,39.905868,32.805468,-1.21,1.09,-10.42,-2.98,9.31,-0.01,39.906868,32.806468,919.9
2026-05-10 15:19:41,569,827.6,18.1,39.905869,32.805469,0.12,-2.67,-9.48,-3.98,14.29,2.47,39.906869,32.806469,919.2
2026-05-10 15:19:41,570,816.2,23.0,39.905870,32.805470,1.81,1.25,-12.80,-2.31,19.36,-0.62,39.906870,32.806470,920.5
2026-05-10 15:19:41,571,789.4,21.4,39.905871,32.805471,-1.28,-2.25,-10.33,-2.31,22.31,0.15,39.906871,32.806471,923.4
2026-05-10 15:19:42,572,775.1,17.6,39.905872,32.805472,-0.12,0.72,-11.56,-1.54,10.85,-0.55,39.906872,32.806472,924.9
2026-05-10 15:19:42,573,777.7,16.9,39.905873,32.805473,-0.56,1.28,-9.57,-2.23,13.26,1.03,39.906873,32.806473,924.7
2026-05-10 15:19:42,574,769.9,19.6,39.905874,32.805474,-1.20,2.24,-11.39,-1.89,7.44,-0.69,39.906874,32.806474,925.5
2026-05-10 15:19:42,575,738.1,20.8,39.905875,32.805475,-2.75,-0.05,-10.44,-1.12,6.12,0.36,39.906875,32.806475,929.0
2026-05-10 15:19:42,576,738.9,19.8,39.905876,32.805476,-3.25,1.14,-8.04,-3.48,8.14,-0.25,39.906876,32.806476,928.9
2026-05-10 15:19:42,577,705.0,16.0,39.905877,32.805477,3.04,3.28,-9.38,-1.81,14.50,1.48,39.906877,32.806477,932.6
2026-05-10 15:19:42,578,700.9,18.2,39.905878,32.805478,-1.85,0.51,-11.68,-2.00,12.45,1.29,39.906878,32.806478,933.0
2026-05-10 15:19:42,579,695.4,19.9,39.905879,32.805479,-1.36,0.38,-10.60,-4.01,7.59,0.44,39.906879,32.806479,933.7
2026-05-10 15:19:42,580,677.2,15.6,39.905880,32.805480,-1.86,-0.66,-7.06,-3.72,10.92,-0.38,39.906880,32.806480,935.7
2026-05-10 15:19:43,581,649.0,22.3,39.905881,32.805481,0.14,-2.20,-9.39,-2.88,17.01,0.31,39.906881,32.806481,938.8
2026-05-10 15:19:43,582,637.3,18.3,39.905882,32.805482,0.84,0.38,-6.98,-3.23,20.21,0.10,39.906882,32.806482,940.1
2026-05-10 15:19:43,583,620.8,18.3,39.905883,32.805483,-0.89,0.62,-10.51,-1.44,1.48,0.99,39.906883,32.806483,941.9
2026-05-10 15:19:43,584,603.3,15.2,39.905884,32.805484,-4.87,-2.48,-10.67,-1.43,10.36,0.31,39.906884,32.806484,943.8
2026-05-10 15:19:43,585,599.4,16.1,39.905885,32.805485,-3.28,0.95,-11.66,-0.14,3.94,-0.37,39.906885,32.806485,944.3
2026-05-10 15:19:43,586,581.9,15.9,39.905886,32.805486,-2.67,2.47,-10.99,-1.71,14.63,-0.67,39.906886,32.806486,946.2
2026-05-10 15:19:43,587,575.1,12.4,39.905887,32.805487,-4.34,-6.03,-9.53,-2.26,3.54,-1.79,39.906887,32.806487,947.0
2026-05-10 15:19:43,588,560.0,17.6,39.905888,32.805488,-3.78,-0.84,-9.80,-2.52,6.43,0.76,39.906888,32.806488,948.6
2026-05-10 15:19:43,589,569.6,14.8,39.905889,32.805489,2.18,2.05,-10.24,-1.90,9.40,1.54,39.906889,32.806489,947.6
2026-05-10 15:19:43,590,519.1,15.4,39.905890,32.805490,-3.46,3.78,-10.76,-1.55,-0.62,0.46,39.906890,32.806490,953.2
2026-05-10 15:19:44,591,505.5,12.2,39.905891,32.805491,1.88,-0.29,-11.12,-2.26,6.03,-0.63,39.906891,32.806491,954.7
2026-05-10 15:19:44,592,499.3,8.9,39.905892,32.805492,-2.74,0.57,-7.26,-2.04,9.05,-0.03,39.906892,32.806492,955.4
2026-05-10 15:19:44,593,490.1,13.4,39.905893,32.805493,-3.56,1.61,-6.87,-0.95,13.13,0.28,39.906893,32.806493,956.5
2026-05-10 15:19:44,594,478.6,12.2,39.905894,32.805494,-0.54,3.72,-10.00,-0.80,12.74,1.22,39.906894,32.806494,957.8
2026-05-10 15:19:44,595,465.6,9.3,39.905895,32.805495,-4.10,-1.44,-10.43,-1.90,2.84,-0.19,39.906895,32.806495,959.2
2026-05-10 15:19:44,596,454.7,12.4,39.905896,32.805496,-1.25,-1.05,-11.93,-1.92,4.54,-0.86,39.906896,32.806496,960.5
2026-05-10 15:19:44,597,404.5,11.9,39.905897,32.805497,-0.62,-1.67,-10.66,-1.34,3.70,-1.33,39.906897,32.806497,966.2
2026-05-10 15:19:44,598,428.0,10.4,39.905898,32.805498,-1.10,-1.33,-8.69,-1.68,4.11,0.43,39.906898,32.806498,963.5
2026-05-10 15:19:44,599,392.4,14.1,39.905899,32.805499,2.41,-1.18,-8.32,-2.16,8.25,-0.95,39.906899,32.806499,967.5
2026-05-10 15:19:45,600,395.4,9.1,39.905900,32.805500,-2.72,-0.44,-11.19,-2.80,13.31,-0.23,39.906900,32.806500,967.2
2026-05-10 15:19:45,601,384.3,9.3,39.905901,32.805501,-4.26,2.95,-11.88,-1.44,7.31,-0.15,39.906901,32.806501,968.5
2026-05-10 15:19:45,602,370.5,9.6,39.905902,32.805502,-2.04,-2.29,-10.32,-1.37,8.45,-0.22,39.906902,32.806502,970.0
2026-05-10 15:19:45,603,364.5,10.4,39.905903,32.805503,-0.05,1.97,-10.64,-2.62,22.38,1.57,39.906903,32.806503,970.7
2026-05-10 15:19:45,604,337.7,6.7,39.905904,32.805504,-2.29,-2.50,-9.55,-1.08,-1.60,1.18,39.906904,32.806504,973.8
2026-05-10 15:19:45,605,329.7,5.7,39.905905,32.805505,1.54,2.28,-10.03,-0.83,9.00,-1.86,39.906905,32.806505,974.7
2026-05-10 15:19:45,606,316.4,7.8,39.905906,32.805506,-4.11,2.35,-9.13,-0.50,5.28,-0.59,39.906906,32.806506,976.2
2026-05-10 15:19:45,607,301.4,8.9,39.905907,32.805507,2.99,1.94,-8.07,-0.66,10.34,-0.50,39.906907,32.806507,978.0
2026-05-10 15:19:45,608,288.6,6.3,39.905908,32.805508,2.90,3.92,-10.34,-1.10,3.04,-1.08,39.906908,32.806508,979.4
2026-05-10 15:19:46,609,282.2,6.0,39.905909,32.805509,0.80,3.38,-11.70,-0.78,19.90,0.45,39.906909,32.806509,980.2
2026-05-10 15:19:46,610,257.9,5.8,39.905910,32.805510,1.71,-0.10,-10.49,-0.65,8.78,0.24,39.906910,32.806510,983.0
2026-05-10 15:19:46,611,241.2,3.4,39.905911,32.805511,0.92,-1.43,-10.44,-0.28,10.58,-1.51,39.906911,32.806511,984.9
2026-05-10 15:19:46,612,214.8,3.9,39.905912,32.805512,-1.78,-2.39,-12.55,-0.76,11.00,-1.68,39.906912,32.806512,988.0
2026-05-10 15:19:46,613,224.5,5.5,39.905913,32.805513,-2.30,6.99,-11.12,-0.63,13.59,3.43,39.906913,32.806513,986.8
2026-05-10 15:19:46,614,194.0,2.9,39.905914,32.805514,1.80,1.14,-10.01,-0.71,7.84,-0.49,39.906914,32.806514,990.4
2026-05-10 15:19:46,615,185.7,1.9,39.905915,32.805515,-0.29,1.53,-8.53,-0.72,10.98,2.46,39.906915,32.806515,991.4
2026-05-10 15:19:46,616,182.0,5.0,39.905916,32.805516,0.28,0.68,-9.07,-0.53,10.95,0.32,39.906916,32.806516,991.8
2026-05-10 15:19:47,617,154.1,4.6,39.905917,32.805517,1.03,0.53,-9.86,-0.72,6.73,0.64,39.906917,32.806517,995.0
2026-05-10 15:19:47,618,155.1,1.9,39.905918,32.805518,4.62,-1.53,-9.96,-0.52,12.22,-0.70,39.906918,32.806518,994.9
2026-05-10 15:19:47,619,119.5,0.0,39.905919,32.805519,-8.53,1.57,-10.51,-0.41,7.78,-1.28,39.906919,32.806519,999.1
2026-05-10 15:19:47,620,111.0,7.1,39.905920,32.805520,4.97,1.21,-9.41,-0.40,7.56,-0.73,39.906920,32.806520,1000.1
2026-05-10 15:19:47,621,85.1,3.9,39.905921,32.805521,-2.45,-1.64,-13.02,-0.44,6.87,-1.54,39.906921,32.806521,1003.2
2026-05-10 15:19:47,622,71.9,2.1,39.905922,32.805522,0.24,-1.09,-9.25,-0.55,3.58,-0.10,39.906922,32.806522,1004.7
2026-05-10 15:19:47,623,73.1,0.5,39.905923,32.805523,-0.37,2.18,-12.44,-0.33,15.64,0.81,39.906923,32.806523,1004.6
2026-05-10 15:19:47,624,59.8,1.4,39.905924,32.805524,-0.48,1.21,-8.28,-0.36,19.42,0.97,39.906924,32.806524,1006.1
2026-05-10 15:19:47,625,41.7,2.1,39.905925,32.805525,-0.50,0.23,-8.73,-0.28,-1.77,-0.24,39.906925,32.806525,1008.3
2026-05-10 15:19:48,626,26.2,1.3,39.905926,32.805526,-6.55,0.32,-8.67,-0.10,11.07,1.25,39.906926,32.806526,1010.1
2026-05-10 15:19:48,627,0.0,1.9,39.905927,32.805527,0.77,-1.74,-9.62,-0.07,12.87,-0.72,39.906927,32.806527,1013.2
2026-05-10 15:19:48,628,9.1,0.0,39.905928,32.805528,-1.95,-0.15,-11.10,-0.02,13.07,-1.95,39.906928,32.806528,1012.2
2026-05-10 15:19:48,629,0.0,0.0,39.905929,32.805529,4.64,-4.25,-9.33,0.03,9.39,-1.26,39.906929,32.806529,1013.2
2026-05-10 15:19:48,630,0.0,0.0,39.905930,32.805530,-1.87,-0.96,-9.30,0.13,15.45,-0.24,39.906930,32.806530,1013.2
2026-05-10 15:19:48,631,0.0,2.7,39.905931,32.805531,-1.73,-1.25,-9.30,0.09,13.11,-1.20,39.906931,32.806531,1013.2
2026-05-10 15:19:48,632,0.0,1.2,39.905932,32.805532,-6.06,-2.84,-11.49,0.09,6.14,1.15,39.906932,32.806532,1013.2
2026-05-10 15:19:48,633,0.0,1.0,39.905933,32.805533,-2.31,3.79,-10.04,0.39,13.77,0.76,39.906933,32.806533,1013.2
2026-05-10 15:19:49,634,0.0,0.0,39.905934,32.805534,-1.72,0.26,-12.52,0.45,9.25,-0.06,39.906934,32.806534,1013.2
2026-05-10 15:19:49,635,0.0,0.0,39.905935,32.805535,1.47,0.34,-8.83,0.49,12.72,-0.43,39.906935,32.806535,1013.2
2026-05-10 15:19:49,636,0.0,0.0,39.905936,32.805536,-3.64,-0.23,-8.40,0.53,10.17,-2.02,39.906936,32.806536,1013.2
2026-05-10 15:19:49,637,0.0,0.0,39.905937,32.805537,4.65,2.49,-9.89,0.50,12.61,-1.45,39.906937,32.806537,1013.2
2026-05-10 15:19:49,638,0.0,0.0,39.905938,32.805538,-3.01,-0.86,-10.72,0.32,2.61,-0.03,39.906938,32.806538,1013.2
2026-05-10 15:19:49,639,0.0,0.0,39.905939,32.805539,-0.90,1.58,-12.15,0.09,17.01,1.94,39.906939,32.806539,1013.2
2026-05-10 15:19:49,640,0.0,0.0,39.905940,32.805540,3.18,1.97,-7.43,0.10,9.26,0.04,39.906940,32.806540,1013.2
2026-05-10 15:19:49,641,0.0,0.4,39.905941,32.805541,-0.90,1.41,-8.44,0.58,0.63,0.24,39.906941,32.806541,1013.2
2026-05-10 15:19:49,642,0.0,0.0,39.905942,32.805542,-1.48,-1.11,-9.89,0.58,4.74,-1.12,39.906942,32.806542,1013.2
2026-05-10 15:19:50,643,0.0,0.0,39.905943,32.805543,-0.97,-0.73,-8.90,0.73,8.39,-1.41,39.906943,32.806543,1013.2
2026-05-10 15:19:50,644,0.0,0.0,39.905944,32.805544,-2.22,-1.38,-10.14,0.77,6.87,1.04,39.906944,32.806544,1013.2
2026-05-10 15:19:50,645,0.0,0.0,39.905945,32.805545,1.77,4.12,-11.76,0.50,-6.84,-0.14,39.906945,32.806545,1013.2
2026-05-10 15:19:50,646,0.0,0.0,39.905946,32.805546,-1.65,-2.26,-11.32,0.59,15.59,-0.23,39.906946,32.806546,1013.2
2026-05-10 15:19:50,647,0.0,0.0,39.905947,32.805547,-0.24,1.27,-10.84,1.13,2.14,-0.63,39.906947,32.806547,1013.2
2026-05-10 15:19:50,648,0.0,0.0,39.905948,32.805548,-2.74,0.39,-9.48,0.57,11.02,-0.30,39.906948,32.806548,1013.2
2026-05-10 15:19:50,649,0.0,0.0,39.905949,32.805549,0.59,2.31,-11.20,0.96,10.57,0.31,39.906949,32.806549,1013.2
2026-05-10 15:19:50,650,0.0,0.0,39.905950,32.805550,0.40,-3.07,-10.72,0.90,7.01,0.41,39.906950,32.806550,1013.2
2026-05-10 15:19:51,651,0.0,0.0,39.905951,32.805551,1.85,-1.27,-10.60,0.10,12.76,-2.48,39.906951,32.806551,1013.2
2026-05-10 15:19:51,652,0.0,0.0,39.905952,32.805552,0.83,0.73,-9.52,1.66,8.89,1.82,39.906952,32.806552,1013.2
2026-05-10 15:19:51,653,0.0,0.0,39.905953,32.805553,6.17,-1.36,-8.33,0.10,15.58,-0.92,39.906953,32.806553,1013.2
2026-05-10 15:19:51,654,0.0,0.0,39.905954,32.805554,1.42,-0.87,-6.38,1.90,2.11,-0.11,39.906954,32.806554,1013.2
2026-05-10 15:19:51,655,0.0,0.0,39.905955,32.805555,2.52,0.28,-9.65,1.36,12.75,0.40,39.906955,32.806555,1013.2
2026-05-10 15:19:51,656,0.0,0.0,39.905956,32.805556,-2.26,4.44,-10.49,1.99,11.34,-0.09,39.906956,32.806556,1013.2
2026-05-10 15:19:51,657,0.0,0.0,39.905957,32.805557,0.68,1.43,-10.48,1.83,14.08,-1.40,39.906957,32.806557,1013.2
2026-05-10 15:19:51,658,0.0,0.0,39.905958,32.805558,0.73,1.55,-10.16,1.30,7.51,-0.90,39.906958,32.806558,1013.2
2026-05-10 15:19:51,659,0.0,0.0,39.905959,32.805559,-1.61,6.10,-9.57,0.70,18.21,1.09,39.906959,32.806559,1013.2
2026-05-10 15:19:52,660,0.0,0.0,39.905960,32.805560,-0.93,-5.81,-9.25,2.49,14.81,-1.07,39.906960,32.806560,1013.2
2026-05-10 15:19:52,661,0.0,0.0,39.905961,32.805561,-3.50,-0.76,-9.64,1.27,12.57,-1.72,39.906961,32.806561,1013.2
2026-05-10 15:19:52,662,0.0,0.0,39.905962,32.805562,-0.90,0.06,-12.03,2.10,16.24,0.06,39.906962,32.806562,1013.2
2026-05-10 15:19:52,663,0.0,0.0,39.905963,32.805563,1.30,-1.86,-10.55,0.95,9.49,-0.55,39.906963,32.806563,1013.2
2026-05-10 15:19:52,664,0.0,0.0,39.905964,32.805564,4.22,1.64,-10.75,1.65,13.44,-0.58,39.906964,32.806564,1013.2
2026-05-10 15:19:52,665,0.0,0.0,39.905965,32.805565,4.31,0.52,-9.63,2.47,14.15,-0.44,39.906965,32.806565,1013.2
2026-05-10 15:19:52,666,0.0,0.0,39.905966,32.805566,0.33,-0.71,-10.18,1.09,-0.59,0.50,39.906966,32.806566,1013.2
2026-05-10 15:19:52,667,0.0,0.0,39.905967,32.805567,0.61,-0.60,-10.35,2.70,6.84,1.47,39.906967,32.806567,1013.2
2026-05-10 15:19:52,668,0.0,0.0,39.905968,32.805568,1.42,-2.04,-8.83,2.40,9.86,0.04,39.906968,32.806568,1013.2
2026-05-10 15:19:53,669,0.0,0.0,39.905969,32.805569,2.31,1.49,-11.34,2.37,6.26,0.23,39.906969,32.806569,1013.2
2026-05-10 15:19:53,670,0.0,0.0,39.905970,32.805570,1.67,1.97,-10.15,2.89,14.87,0.26,39.906970,32.806570,1013.2
2026-05-10 15:19:53,671,0.0,0.0,39.905971,32.805571,3.09,0.49,-11.46,1.42,15.20,0.34,39.906971,32.806571,1013.2
2026-05-10 15:19:53,672,0.0,0.0,39.905972,32.805572,1.80,-1.29,-9.31,2.85,1.25,-0.39,39.906972,32.806572,1013.2
2026-05-10 15:19:53,673,0.0,0.0,39.905973,32.805573,2.04,-4.33,-10.29,3.43,3.87,0.46,39.906973,32.806573,1013.2
2026-05-10 15:19:53,674,0.0,0.0,39.905974,32.805574,5.15,-1.38,-11.74,1.26,8.60,-0.47,39.906974,32.806574,1013.2
2026-05-10 15:19:53,675,0.0,0.0,39.905975,32.805575,0.40,-2.42,-9.68,-0.75,7.60,-1.84,39.906975,32.806575,1013.2
2026-05-10 15:19:53,676,0.0,0.0,39.905976,32.805576,3.22,1.18,-10.45,2.36,17.22,-0.02,39.906976,32.806576,1013.2
2026-05-10 15:19:54,677,0.0,0.0,39.905977,32.805577,1.36,-5.20,-10.85,3.03,6.62,-1.58,39.906977,32.806577,1013.2
2026-05-10 15:19:54,678,0.0,0.0,39.905978,32.805578,0.52,-3.17,-10.01,1.36,9.40,-0.35,39.906978,32.806578,1013.2
2026-05-10 15:19:54,679,0.0,0.0,39.905979,32.805579,1.16,3.66,-8.44,3.80,3.67,0.28,39.906979,32.806579,1013.2
2026-05-10 15:19:54,680,0.0,0.0,39.905980,32.805580,-5.14,-2.89,-7.85,0.60,17.16,-0.34,39.906980,32.806580,1013.2
2026-05-10 15:19:54,681,0.0,0.0,39.905981,32.805581,-4.09,1.50,-9.67,2.49,5.60,-0.47,39.906981,32.806581,1013.2
2026-05-10 15:19:54,682,0.0,0.0,39.905982,32.805582,3.70,-1.14,-8.99,3.50,19.51,-0.41,39.906982,32.806582,1013.2
2026-05-10 15:19:54,683,0.0,0.0,39.905983,32.805583,4.94,1.72,-11.29,2.36,5.64,0.30,39.906983,32.806583,1013.2
2026-05-10 15:19:54,684,0.0,0.0,39.905984,32.805584,7.79,1.80,-11.64,3.63,15.19,-0.79,39.906984,32.806584,1013.2
2026-05-10 15:19:55,685,0.0,0.0,39.905985,32.805585,-1.80,-1.61,-9.09,3.32,7.55,0.92,39.906985,32.806585,1013.2
2026-05-10 15:19:55,686,0.0,0.0,39.905986,32.805586,0.69,-0.72,-9.92,3.19,4.48,0.43,39.906986,32.806586,1013.2
2026-05-10 15:19:55,687,0.0,0.0,39.905987,32.805587,-0.57,2.79,-8.27,2.99,6.84,-0.81,39.906987,32.806587,1013.2
2026-05-10 15:19:55,688,0.0,0.0,39.905988,32.805588,-3.67,-0.88,-11.69,2.66,8.44,-0.99,39.906988,32.806588,1013.2
2026-05-10 15:19:55,689,0.0,0.0,39.905989,32.805589,1.08,0.61,-9.78,3.55,5.80,-0.81,39.906989,32.806589,1013.2
2026-05-10 15:19:55,690,0.0,0.0,39.905990,32.805590,0.76,-0.25,-9.22,3.08,13.36,-1.54,39.906990,32.806590,1013.2
2026-05-10 15:19:55,691,0.0,0.0,39.905991,32.805591,1.03,0.23,-9.37,3.89,12.25,1.30,39.906991,32.806591,1013.2
2026-05-10 15:19:55,692,0.0,0.0,39.905992,32.805592,0.19,0.46,-10.64,3.03,14.82,-1.08,39.906992,32.806592,1013.2
2026-05-10 15:19:55,693,0.0,0.0,39.905993,32.805593,1.56,1.81,-9.33,2.51,23.35,-0.68,39.906993,32.806593,1013.2
2026-05-10 15:19:56,694,0.0,0.0,39.905994,32.805594,1.33,-0.64,-8.55,2.47,4.86,-0.27,39.906994,32.806594,1013.2
2026-05-10 15:19:56,695,0.0,0.0,39.905995,32.805595,2.85,-0.97,-9.71,3.34,1.34,-1.16,39.906995,32.806595,1013.2
2026-05-10 15:19:56,696,0.0,0.0,39.905996,32.805596,0.27,0.52,-8.76,2.99,17.83,-2.09,39.906996,32.806596,1013.2
2026-05-10 15:19:56,697,0.0,0.0,39.905997,32.805597,-0.37,-2.98,-7.48,4.85,12.46,2.11,39.906997,32.806597,1013.2
2026-05-10 15:19:56,698,0.0,0.0,39.905998,32.805598,6.76,2.15,-9.90,2.52,1.19,-0.01,39.906998,32.806598,1013.2
2026-05-10 15:19:56,699,0.0,0.0,39.905999,32.805599,-5.47,-1.28,-11.03,1.52,10.58,-1.05,39.906999,32.806599,1013.2
2026-05-10 15:19:56,700,0.0,0.0,39.906000,32.805600,1.81,-3.11,-7.05,1.75,9.70,0.25,39.907000,32.806600,1013.2
