KayitZamani,PaketNumarasi,Irtifa,Hiz,Enlem,Boylam,IvmeX,IvmeY,IvmeZ,FaEnlem,FaBoylam,FaBasinc
2026-05-10 14:20:44,372,2695.8,126.1,39.905672,32.805272,-4.81,1.30,-10.45,39.906672,32.806272,737.9
2026-05-10 14:20:44,373,2694.4,129.2,39.905673,32.805273,0.80,0.07,-7.83,39.906673,32.806273,738.0
2026-05-10 14:20:44,374,2673.8,126.1,39.905674,32.805274,3.84,0.58,-10.37,39.906674,32.806274,739.8
2026-05-10 14:20:45,375,2670.5,128.4,39.905675,32.805275,-4.15,3.91,-10.24,39.906675,32.806275,740.1
2026-05-10 14:20:45,376,2666.8,126.1,39.905676,32.805276,1.65,-0.93,-8.46,39.906676,32.806276,740.4
2026-05-10 14:20:45,377,2675.4,123.5,39.905677,32.805277,-2.37,1.59,-8.85,39.906677,32.806277,739.6
2026-05-10 14:20:45,378,2672.8,122.2,39.905678,32.805278,-5.65,-3.45,-10.07,39.906678,32.806278,739.9
2026-05-10 14:20:45,379,2652.7,125.6,39.905679,32.805279,4.57,-0.01,-9.57,39.906679,32.806279,741.6
2026-05-10 14:20:45,380,2644.7,125.6,39.905680,32.805280,-0.17,-2.73,-9.55,39.906680,32.806280,742.3
2026-05-10 14:20:45,381,2659.9,123.7,39.905681,32.805281,-0.04,-1.68,-10.41,39.906681,32.806281,741.0
2026-05-10 14:20:45,382,2630.6,118.9,39.905682,32.805282,0.80,-2.57,-10.09,39.906682,32.806282,743.6
2026-05-10 14:20:45,383,2640.9,122.1,39.905683,32.805283,-1.29,0.86,-11.73,39.906683,32.806283,742.6
2026-05-10 14:20:46,384,2649.3,120.8,39.905684,32.805284,1.49,0.17,-9.45,39.906684,32.806284,741.9
2026-05-10 14:20:46,385,2626.5,122.7,39.905685,32.805285,-1.13,1.84,-9.93,39.906685,32.806285,743.9
2026-05-10 14:20:46,386,2623.4,119.0,39.905686,32.805286,1.51,1.04,-10.07,39.906686,32.806286,744.2
2026-05-10 14:20:46,387,2588.1,116.3,39.905687,32.805287,-3.53,0.53,-9.73,39.906687,32.806287,747.3
2026-05-10 14:20:46,388,2611.4,116.9,39.905688,32.805288,5.95,3.34,-10.07,39.906688,32.806288,745.2
2026-05-10 14:20:46,389,2602.7,120.4,39.905689,32.805289,-0.09,-2.62,-8.62,39.906689,32.806289,746.0
2026-05-10 14:20:46,390,2609.4,116.4,39.905690,32.805290,-0.14,0.42,-11.35,39.906690,32.806290,745.4
2026-05-10 14:20:46,391,2590.7,118.9,39.905691,32.805291,1.70,1.37,-10.80,39.906691,32.806291,747.0
2026-05-10 14:20:46,392,2597.0,116.6,39.905692,32.805292,-2.03,-1.61,-9.31,39.906692,32.806292,746.5
2026-05-10 14:20:47,393,2569.9,118.9,39.905693,32.805293,1.32,1.53,-9.24,39.906693,32.806293,748.9
2026-05-10 14:20:47,394,2584.3,116.9,39.905694,32.805294,3.96,2.50,-9.67,39.906694,32.806294,747.6
2026-05-10 14:20:47,395,2590.0,115.8,39.905695,32.805295,-0.86,0.01,-10.89,39.906695,32.806295,747.1
2026-05-10 14:20:47,396,2570.8,116.6,39.905696,32.805296,-1.80,0.66,-10.28,39.906696,32.806296,748.8
2026-05-10 14:20:47,397,2557.1,116.0,39.905697,32.805297,-1.85,-3.27,-10.01,39.906697,32.806297,750.0
2026-05-10 14:20:47,398,2545.0,117.8,39.905698,32.805298,0.33,0.92,-10.24,39.906698,32.806298,751.1
2026-05-10 14:20:47,399,2542.4,115.4,39.905699,32.805299,-2.79,1.73,-10.93,39.906699,32.806299,751.3
2026-05-10 14:20:47,400,2554.0,115.2,39.905700,32.805300,2.63,5.03,-9.85,39.906700,32.806300,750.3
2026-05-10 14:20:47,401,2551.8,113.1,39.905701,32.805301,-1.17,1.15,-7.82,39.906701,32.806301,750.5
2026-05-10 14:20:48,402,2544.7,112.2,39.905702,32.805302,-0.09,-1.95,-8.61,39.906702,32.806302,751.1
2026-05-10 14:20:48,403,2515.4,113.3,39.905703,32.805303,2.74,0.44,-10.00,39.906703,32.806303,753.7
2026-05-10 14:20:48,404,2518.0,110.7,39.905704,32.805304,4.91,1.54,-8.11,39.906704,32.806304,753.5
2026-05-10 14:20:48,405,2511.1,111.3,39.905705,32.805305,-0.38,0.02,-10.78,39.906705,32.806305,754.1
2026-05-10 14:20:48,406,2503.0,111.7,39.905706,32.805306,-2.67,-1.94,-9.66,39.906706,32.806306,754.8
2026-05-10 14:20:48,407,2498.1,110.1,39.905707,32.805307,2.43,0.99,-10.36,39.906707,32.806307,755.2
2026-05-10 14:20:48,408,2501.5,108.6,39.905708,32.805308,2.60,-3.05,-11.72,39.906708,32.806308,754.9
2026-05-10 14:20:48,409,2507.9,108.4,39.905709,32.805309,0.37,1.87,-10.96,39.906709,32.806309,754.4
2026-05-10 14:20:49,410,2487.6,108.9,39.905710,32.805310,2.55,-2.55,-9.38,39.906710,32.806310,756.2
2026-05-10 14:20:49,411,2480.7,110.1,39.905711,32.805311,0.69,1.71,-9.08,39.906711,32.806311,756.8
2026-05-10 14:20:49,412,2474.3,104.8,39.905712,32.805312,4.35,2.28,-10.86,39.906712,32.806312,757.3
2026-05-10 14:20:49,413,2459.2,112.2,39.905713,32.805313,-0.62,2.88,-9.94,39.906713,32.806313,758.7
2026-05-10 14:20:49,414,2451.7,108.1,39.905714,32.805314,1.40,-1.93,-9.48,39.906714,32.806314,759.4
2026-05-10 14:20:49,415,2448.8,106.7,39.905715,32.805315,2.06,-0.75,-9.61,39.906715,32.806315,759.6
2026-05-10 14:20:49,416,2456.7,107.1,39.905716,32.805316,1.35,0.26,-7.17,39.906716,32.806316,758.9
2026-05-10 14:20:49,417,2433.1,103.9,39.905717,32.805317,1.82,5.47,-9.54,39.906717,32.806317,761.0
2026-05-10 14:20:49,418,2430.8,107.6,39.905718,32.805318,2.62,1.12,-9.88,39.906718,32.806318,761.2
2026-05-10 14:20:50,419,2414.1,102.6,39.905719,32.805319,-1.11,0.20,-9.04,39.906719,32.806319,762.7
2026-05-10 14:20:50,420,2419.6,103.2,39.905720,32.805320,-2.81,-3.35,-9.26,39.906720,32.806320,762.2
2026-05-10 14:20:50,421,2422.9,101.7,39.905721,32.805321,0.59,0.07,-10.89,39.906721,32.806321,761.9
2026-05-10 14:20:50,422,2385.2,101.5,39.905722,32.805322,2.30,2.00,-10.23,39.906722,32.806322,765.3
2026-05-10 14:20:50,423,2395.9,104.8,39.905723,32.805323,-1.60,-2.56,-10.49,39.906723,32.806323,764.4
2026-05-10 14:20:50,424,2396.9,103.4,39.905724,32.805324,1.54,0.78,-9.52,39.906724,32.806324,764.3
2026-05-10 14:20:50,425,2392.9,103.5,39.905725,32.805325,0.85,-0.68,-9.80,39.906725,32.806325,764.6
2026-05-10 14:20:50,426,2373.2,98.9,39.905726,32.805326,3.79,3.41,-9.87,39.906726,32.806326,766.4
2026-05-10 14:20:50,427,2370.1,97.9,39.905727,32.805327,-5.04,-2.58,-9.37,39.906727,32.806327,766.7
2026-05-10 14:20:51,428,2363.5,97.2,39.905728,32.805328,5.13,3.74,-11.74,39.906728,32.806328,767.3
2026-05-10 14:20:51,429,2362.4,100.1,39.905729,32.805329,0.86,2.36,-9.56,39.906729,32.806329,767.4
2026-05-10 14:20:51,430,2351.8,98.2,39.905730,32.805330,-0.53,2.28,-9.43,39.906730,32.806330,768.3
2026-05-10 14:20:51,431,2318.0,98.2,39.905731,32.805331,-1.77,2.08,-9.98,39.906731,32.806331,771.4
2026-05-10 14:20:51,432,2330.0,95.2,39.905732,32.805332,2.96,1.41,-11.14,39.906732,32.806332,770.3
2026-05-10 14:20:51,433,2316.8,94.5,39.905733,32.805333,-0.87,2.80,-10.76,39.906733,32.806333,771.5
2026-05-10 14:20:51,434,2297.6,96.9,39.905734,32.805334,-1.26,-2.86,-9.82,39.906734,32.806334,773.3
2026-05-10 14:20:51,435,2315.9,97.9,39.905735,32.805335,1.15,1.97,-9.61,39.906735,32.806335,771.6
2026-05-10 14:20:52,436,2285.1,94.6,39.905736,32.805336,2.44,-0.11,-9.29,39.906736,32.806336,774.4
2026-05-10 14:20:52,437,2305.9,93.5,39.905737,32.805337,-1.01,1.41,-10.69,39.906737,32.806337,772.5
2026-05-10 14:20:52,438,2287.5,99.8,39.905738,32.805338,3.80,-2.42,-9.75,39.906738,32.806338,774.2
2026-05-10 14:20:52,439,2286.8,95.8,39.905739,32.805339,-1.80,0.46,-9.80,39.906739,32.806339,774.2
2026-05-10 14:20:52,440,2262.0,93.5,39.905740,32.805340,3.27,-1.28,-5.59,39.906740,32.806340,776.5
2026-05-10 14:20:52,441,2254.2,93.0,39.905741,32.805341,-2.99,2.42,-9.79,39.906741,32.806341,777.2
2026-05-10 14:20:52,442,2235.9,89.9,39.905742,32.805342,-1.79,2.65,-11.90,39.906742,32.806342,778.9
2026-05-10 14:20:52,443,2239.7,89.4,39.905743,32.805343,-1.92,-2.14,-9.58,39.906743,32.806343,778.5
2026-05-10 14:20:52,444,2239.6,89.3,39.905744,32.805344,0.02,-2.77,-8.70,39.906744,32.806344,778.6
2026-05-10 14:20:53,445,2216.5,89.3,39.905745,32.805345,-0.85,-1.82,-10.79,39.906745,32.806345,780.7
2026-05-10 14:20:53,446,2214.1,90.9,39.905746,32.805346,3.45,-1.16,-9.09,39.906746,32.806346,780.9
2026-05-10 14:20:53,447,2201.8,89.2,39.905747,32.805347,0.78,1.05,-9.83,39.906747,32.806347,782.0
2026-05-10 14:20:53,448,2187.7,89.9,39.905748,32.805348,-1.08,0.79,-10.93,39.906748,32.806348,783.3
2026-05-10 14:20:53,449,2198.1,87.4,39.905749,32.805349,-0.87,-0.79,-9.47,39.906749,32.806349,782.4
2026-05-10 14:20:53,450,2185.4,86.7,39.905750,32.805350,-0.47,-0.57,-9.99,39.906750,32.806350,783.5
2026-05-10 14:20:53,451,2163.7,86.8,39.905751,32.805351,-1.78,-1.32,-10.30,39.906751,32.806351,785.5
2026-05-10 14:20:53,452,2171.7,86.1,39.905752,32.805352,3.18,0.01,-9.26,39.906752,32.806352,784.8
2026-05-10 14:20:53,453,2154.0,82.0,39.905753,32.805353,1.56,2.17,-10.64,39.906753,32.806353,786.4
2026-05-10 14:20:54,454,2144.6,83.9,39.905754,32.805354,2.68,-2.76,-9.79,39.906754,32.806354,787.3
2026-05-10 14:20:54,455,2134.0,84.7,39.905755,32.805355,-1.48,-1.30,-9.84,39.906755,32.806355,788.3
2026-05-10 14:20:54,456,2117.9,84.7,39.905756,32.805356,-2.46,-0.49,-11.33,39.906756,32.806356,789.8
2026-05-10 14:20:54,457,2116.1,83.4,39.905757,32.805357,-1.29,-0.11,-12.03,39.906757,32.806357,789.9
2026-05-10 14:20:54,458,2114.4,85.0,39.905758,32.805358,-3.75,1.23,-10.30,39.906758,32.806358,790.1
2026-05-10 14:20:54,459,2109.6,81.4,39.905759,32.805359,1.50,3.11,-10.45,39.906759,32.806359,790.5
2026-05-10 14:20:54,460,2086.2,81.2,39.905760,32.805360,1.01,-0.19,-11.21,39.906760,32.806360,792.7
2026-05-10 14:20:54,461,2086.3,82.2,39.905761,32.805361,-3.45,1.43,-8.79,39.906761,32.806361,792.7
2026-05-10 14:20:54,462,2060.4,78.5,39.905762,32.805362,-1.26,-1.37,-8.45,39.906762,32.806362,795.1
2026-05-10 14:20:55,463,2057.9,78.1,39.905763,32.805363,3.87,2.50,-11.61,39.906763,32.806363,795.4
2026-05-10 14:20:55,464,2048.5,79.8,39.905764,32.805364,-6.02,-5.83,-11.26,39.906764,32.806364,796.3
2026-05-10 14:20:55,465,2035.3,77.5,39.905765,32.805365,-4.18,-0.96,-10.97,39.906765,32.806365,797.5
2026-05-10 14:20:55,466,2035.9,73.3,39.905766,32.805366,2.26,-0.84,-10.35,39.906766,32.806366,797.4
2026-05-10 14:20:55,467,2015.9,77.6,39.905767,32.805367,1.53,-2.68,-9.88,39.906767,32.806367,799.3
2026-05-10 14:20:55,468,2010.4,77.3,39.905768,32.805368,3.28,-0.49,-10.65,39.906768,32.806368,799.8
2026-05-10 14:20:55,469,1993.4,72.5,39.905769,32.805369,1.40,1.90,-11.17,39.906769,32.806369,801.4
2026-05-10 14:20:55,470,1977.2,75.0,39.905770,32.805370,-0.03,-0.23,-9.71,39.906770,32.806370,803.0
2026-05-10 14:20:55,471,1972.5,77.2,39.905771,32.805371,1.76,-3.85,-9.83,39.906771,32.806371,803.4
2026-05-10 14:20:56,472,1980.1,71.9,39.905772,32.805372,-1.71,5.55,-11.42,39.906772,32.806372,802.7
2026-05-10 14:20:56,473,1946.3,71.6,39.905773,32.805373,7.57,2.19,-10.63,39.906773,32.806373,805.9
2026-05-10 14:20:56,474,1940.3,76.6,39.905774,32.805374,-0.24,1.53,-9.69,39.906774,32.806374,806.4
2026-05-10 14:20:56,475,1934.5,77.3,39.905775,32.805375,4.57,1.48,-10.80,39.906775,32.806375,807.0
2026-05-10 14:20:56,476,1933.5,74.5,39.905776,32.805376,-0.27,1.26,-12.47,39.906776,32.806376,807.1
2026-05-10 14:20:56,477,1918.3,70.7,39.905777,32.805377,-0.37,2.25,-10.62,39.906777,32.806377,808.5
2026-05-10 14:20:56,478,1912.3,71.1,39.905778,32.805378,0.77,1.33,-9.31,39.906778,32.806378,809.1
2026-05-10 14:20:56,479,1879.5,72.2,39.905779,32.805379,1.08,2.71,-8.29,39.906779,32.806379,812.2
2026-05-10 14:20:57,480,1893.1,69.9,39.905780,32.805380,3.88,-3.82,-10.75,39.906780,32.806380,810.9
2026-05-10 14:20:57,481,1877.0,73.4,39.905781,32.805381,-0.77,2.63,-11.58,39.906781,32.806381,812.5
2026-05-10 14:20:57,482,1859.3,69.2,39.905782,32.805382,4.93,3.76,-9.36,39.906782,32.806382,814.2
2026-05-10 14:20:57,483,1849.4,66.1,39.905783,32.805383,-3.53,-1.56,-9.76,39.906783,32.806383,815.1
2026-05-10 14:20:57,484,1838.8,65.1,39.905784,32.805384,0.52,2.89,-8.33,39.906784,32.806384,816.1
2026-05-10 14:20:57,485,1834.2,64.5,39.905785,32.805385,0.49,-1.58,-11.65,39.906785,32.806385,816.6
2026-05-10 14:20:57,486,1829.7,67.1,39.905786,32.805386,0.03,-0.56,-10.40,39.906786,32.806386,817.0
2026-05-10 14:20:57,487,1824.6,63.7,39.905787,32.805387,2.38,0.62,-8.55,39.906787,32.806387,817.5
2026-05-10 14:20:57,488,1807.0,64.1,39.905788,32.805388,-0.28,-0.42,-11.03,39.906788,32.806388,819.2
2026-05-10 14:20:58,489,1803.8,67.8,39.905789,32.805389,3.40,-1.52,-11.05,39.906789,32.806389,819.5
2026-05-10 14:20:58,490,1777.5,62.5,39.905790,32.805390,2.94,0.86,-12.34,39.906790,32.806390,822.1
2026-05-10 14:20:58,491,1781.4,62.6,39.905791,32.805391,-1.94,6.96,-9.67,39.906791,32.806391,821.7
2026-05-10 14:20:58,492,1767.5,58.9,39.905792,32.805392,1.68,-4.24,-9.79,39.906792,32.806392,823.0
2026-05-10 14:20:58,493,1768.2,65.0,39.905793,32.805393,-3.01,1.20,-10.00,39.906793,32.806393,823.0
2026-05-10 14:20:58,494,1734.5,65.1,39.905794,32.805394,-1.74,-0.52,-6.36,39.906794,32.806394,826.2
2026-05-10 14:20:58,495,1722.8,61.2,39.905795,32.805395,1.97,0.53,-9.23,39.906795,32.806395,827.4
2026-05-10 14:20:58,496,1728.8,58.3,39.905796,32.805396,-2.14,-0.43,-10.89,39.906796,32.806396,826.8
2026-05-10 14:20:58,497,1695.7,60.0,39.905797,32.805397,5.66,2.20,-10.47,39.906797,32.806397,830.0
2026-05-10 14:20:59,498,1710.3,61.5,39.905798,32.805398,-1.83,5.89,-10.25,39.906798,32.806398,828.6
2026-05-10 14:20:59,499,1706.5,59.6,39.905799,32.805399,-3.51,0.87,-11.01,39.906799,32.806399,828.9
2026-05-10 14:20:59,500,1677.6,58.9,39.905800,32.805400,1.56,3.17,-9.63,39.906800,32.806400,831.8
2026-05-10 14:20:59,501,1666.8,56.6,39.905801,32.805401,2.86,2.18,-9.03,39.906801,32.806401,832.8
2026-05-10 14:20:59,502,1652.2,58.6,39.905802,32.805402,3.47,3.54,-7.62,39.906802,32.806402,834.3
2026-05-10 14:20:59,503,1642.1,57.5,39.905803,32.805403,-4.04,-3.23,-10.30,39.906803,32.806403,835.3
2026-05-10 14:20:59,504,1627.3,54.6,39.905804,32.805404,-2.16,2.46,-10.39,39.906804,32.806404,836.7
2026-05-10 14:20:59,505,1620.2,57.5,39.905805,32.805405,-2.99,-2.18,-9.31,39.906805,32.806405,837.4
2026-05-10 14:20:59,506,1599.3,53.2,39.905806,32.805406,-3.71,-0.49,-7.24,39.906806,32.806406,839.5
2026-05-10 14:21:00,507,1605.5,49.9,39.905807,32.805407,4.82,2.28,-11.34,39.906807,32.806407,838.9
2026-05-10 14:21:00,508,1571.8,52.9,39.905808,32.805408,-0.81,-0.21,-10.62,39.906808,32.806408,842.2
2026-05-10 14:21:00,509,1569.3,52.6,39.905809,32.805409,2.67,-0.02,-9.11,39.906809,32.806409,842.4
2026-05-10 14:21:00,510,1565.0,53.5,39.905810,32.805410,0.07,-1.32,-10.34,39.906810,32.806410,842.9
2026-05-10 14:21:00,511,1554.6,55.8,39.905811,32.805411,-5.71,0.03,-8.33,39.906811,32.806411,843.9
2026-05-10 14:21:00,512,1532.2,48.9,39.905812,32.805412,-2.57,4.48,-8.60,39.906812,32.806412,846.1
2026-05-10 14:21:00,513,1535.5,55.3,39.905813,32.805413,-0.76,-0.39,-9.88,39.906813,32.806413,845.8
2026-05-10 14:21:00,514,1516.2,50.2,39.905814,32.805414,-3.85,0.14,-9.43,39.906814,32.806414,847.7
2026-05-10 14:21:01,515,1515.2,45.6,39.905815,32.805415,2.93,-2.17,-11.21,39.906815,32.806415,847.8
2026-05-10 14:21:01,516,1491.6,51.1,39.905816,32.805416,-4.80,1.93,-8.54,39.906816,32.806416,850.2
2026-05-10 14:21:01,517,1470.1,51.5,39.905817,32.805417,3.56,0.80,-9.02,39.906817,32.806417,852.3
2026-05-10 14:21:01,518,1452.7,50.1,39.905818,32.805418,-0.14,-1.72,-10.15,39.906818,32.806418,854.1
2026-05-10 14:21:01,519,1458.6,44.3,39.905819,32.805419,-0.87,-1.89,-10.11,39.906819,32.806419,853.5
2026-05-10 14:21:01,520,1428.9,48.8,39.905820,32.805420,0.05,2.94,-10.57,39.906820,32.806420,856.5
2026-05-10 14:21:01,521,1404.5,43.1,39.905821,32.805421,2.22,0.84,-10.01,39.906821,32.806421,858.9
2026-05-10 14:21:01,522,1437.6,46.1,39.905822,32.805422,0.28,-2.90,-10.16,39.906822,32.806422,855.6
2026-05-10 14:21:01,523,1407.7,44.5,39.905823,32.805423,-2.64,-2.76,-10.79,39.906823,32.806423,858.6
2026-05-10 14:21:02,524,1399.4,45.4,39.905824,32.805424,5.47,-2.25,-9.12,39.906824,32.806424,859.4
2026-05-10 14:21:02,525,1381.0,43.7,39.905825,32.805425,0.61,-1.38,-10.19,39.906825,32.806425,861.3
2026-05-10 14:21:02,526,1365.6,40.4,39.905826,32.805426,-0.97,-1.98,-11.69,39.906826,32.806426,862.9
2026-05-10 14:21:02,527,1382.5,39.6,39.905827,32.805427,-3.11,-0.57,-9.89,39.906827,32.806427,861.2
2026-05-10 14:21:02,528,1355.5,44.7,39.905828,32.805428,-0.44,1.76,-11.32,39.906828,32.806428,863.9
2026-05-10 14:21:02,529,1326.8,43.9,39.905829,32.805429,1.15,-2.40,-8.87,39.906829,32.806429,866.8
2026-05-10 14:21:02,530,1333.2,40.8,39.905830,32.805430,-3.67,4.33,-11.20,39.906830,32.806430,866.2
2026-05-10 14:21:02,531,1305.1,41.3,39.905831,32.805431,-1.56,-1.68,-9.45,39.906831,32.806431,869.0
2026-05-10 14:21:03,532,1303.4,42.4,39.905832,32.805432,-3.37,2.27,-9.84,39.906832,32.806432,869.2
2026-05-10 14:21:03,533,1280.2,38.2,39.905833,32.805433,5.61,2.62,-11.31,39.906833,32.806433,871.6
2026-05-10 14:21:03,534,1268.6,41.6,39.905834,32.805434,-2.31,-1.07,-8.93,39.906834,32.806434,872.8
2026-05-10 14:21:03,535,1273.8,39.5,39.905835,32.805435,-0.38,-0.91,-8.15,39.906835,32.806435,872.2
2026-05-10 14:21:03,536,1258.3,33.9,39.905836,32.805436,-0.94,-0.18,-8.26,39.906836,32.806436,873.8
2026-05-10 14:21:03,537,1251.3,37.0,39.905837,32.805437,-1.29,-0.52,-9.06,39.906837,32.806437,874.5
2026-05-10 14:21:03,538,1218.5,37.5,39.905838,32.805438,-0.20,-2.04,-9.48,39.906838,32.806438,877.9
2026-05-10 14:21:03,539,1200.9,36.9,39.905839,32.805439,1.72,1.66,-8.44,39.906839,32.806439,879.7
2026-05-10 14:21:03,540,1195.5,36.7,39.905840,32.805440,-3.13,5.29,-7.83,39.906840,32.806440,880.3
2026-05-10 14:21:04,541,1180.6,33.4,39.905841,32.805441,0.76,1.00,-9.29,39.906841,32.806441,881.9
2026-05-10 14:21:04,542,1169.4,35.6,39.905842,32.805442,0.36,0.55,-9.90,39.906842,32.806442,883.0
2026-05-10 14:21:04,543,1166.5,28.3,39.905843,32.805443,0.06,-1.01,-9.72,39.906843,32.806443,883.3
2026-05-10 14:21:04,544,1159.0,32.9,39.905844,32.805444,0.95,-0.40,-11.57,39.906844,32.806444,884.1
2026-05-10 14:21:04,545,1152.8,36.0,39.905845,32.805445,2.51,-5.17,-10.30,39.906845,32.806445,884.7
2026-05-10 14:21:04,546,1113.3,32.2,39.905846,32.805446,0.02,0.84,-7.87,39.906846,32.806446,888.9
2026-05-10 14:21:04,547,1109.8,32.4,39.905847,32.805447,1.29,-0.35,-10.99,39.906847,32.806447,889.2
2026-05-10 14:21:04,548,1093.3,32.1,39.905848,32.805448,-3.25,-2.89,-11.49,39.906848,32.806448,891.0
2026-05-10 14:21:05,549,1097.6,34.9,39.905849,32.805449,2.75,2.30,-9.30,39.906849,32.806449,890.5
2026-05-10 14:21:05,550,1075.2,32.8,39.905850,32.805450,0.02,1.34,-9.55,39.906850,32.806450,892.9
2026-05-10 14:21:05,551,1040.3,32.5,39.905851,32.805451,-2.02,1.01,-7.55,39.906851,32.806451,896.5
2026-05-10 14:21:05,552,1061.6,33.9,39.905852,32.805452,0.47,-0.58,-9.55,39.906852,32.806452,894.3
2026-05-10 14:21:05,553,1031.6,29.4,39.905853,32.805453,1.85,-0.81,-8.45,39.906853,32.806453,897.4
2026-05-10 14:21:05,554,1022.4,25.5,39.905854,32.805454,-1.91,-4.70,-9.97,39.906854,32.806454,898.4
2026-05-10 14:21:05,555,1015.8,28.6,39.905855,32.805455,-0.70,5.67,-9.60,39.906855,32.806455,899.1
2026-05-10 14:21:05,556,998.3,25.4,39.905856,32.805456,-3.92,1.25,-10.63,39.906856,32.806456,901.0
2026-05-10 14:21:05,557,973.4,26.6,39.905857,32.805457,2.35,1.44,-8.86,39.906857,32.806457,903.6
2026-05-10 14:21:06,558,984.1,24.4,39.905858,32.805458,5.78,-4.55,-7.37,39.906858,32.806458,902.5
2026-05-10 14:21:06,559,946.2,23.7,39.905859,32.805459,1.12,0.98,-10.72,39.906859,32.806459,906.5
2026-05-10 14:21:06,560,939.6,27.8,39.905860,32.805460,0.74,-2.51,-9.92,39.906860,32.806460,907.2
2026-05-10 14:21:06,561,940.4,22.8,39.905861,32.805461,-0.96,-2.42,-9.09,39.906861,32.806461,907.1
2026-05-10 14:21:06,562,895.5,26.3,39.905862,32.805462,-2.64,-3.00,-9.63,39.906862,32.806462,911.9
2026-05-10 14:21:06,563,889.5,26.1,39.905863,32.805463,1.02,0.61,-10.79,39.906863,32.806463,912.6
2026-05-10 14:21:06,564,879.0,21.7,39.905864,32.805464,4.40,1.40,-11.45,39.906864,32.806464,913.7
2026-05-10 14:21:06,565,878.4,24.7,39.905865,32.805465,-1.42,-3.83,-9.85,39.906865,32.806465,913.8
2026-05-10 14:21:06,566,869.7,23.0,39.905866,32.805466,-1.07,-1.15,-7.35,39.906866,32.806466,914.7
2026-05-10 14:21:07,567,857.7,21.8,39.905867,32.805467,5.85,1.21,-9.54,39.906867,32.806467,916.0
2026-05-10 14:21:07,568,849.5,24.1,39.905868,32.805468,1.75,-1.45,-10.46,39.906868,32.806468,916.9
2026-05-10 14:21:07,569,827.6,20.8,39.905869,32.805469,-0.26,2.12,-9.42,39.906869,32.806469,919.2
2026-05-10 14:21:07,570,813.5,20.8,39.905870,32.805470,6.74,-1.10,-11.09,39.906870,32.806470,920.8
2026-05-10 14:21:07,571,797.2,20.5,39.905871,32.805471,-0.27,1.26,-8.64,39.906871,32.806471,922.5
2026-05-10 14:21:07,572,750.6,19.8,39.905872,32.805472,-4.00,-1.74,-9.02,39.906872,32.806472,927.6
2026-05-10 14:21:07,573,780.6,23.6,39.905873,32.805473,1.33,-1.51,-10.12,39.906873,32.806473,924.3
2026-05-10 14:21:07,574,745.2,18.8,39.905874,32.805474,-2.87,2.39,-8.97,39.906874,32.806474,928.2
2026-05-10 14:21:07,575,739.8,19.5,39.905875,32.805475,3.12,1.87,-9.46,39.906875,32.806475,928.8
2026-05-10 14:21:08,576,741.1,19.9,39.905876,32.805476,-0.17,-3.23,-10.60,39.906876,32.806476,928.6
2026-05-10 14:21:08,577,712.9,22.3,39.905877,32.805477,2.71,-0.47,-9.91,39.906877,32.806477,931.7
2026-05-10 14:21:08,578,699.0,16.4,39.905878,32.805478,2.31,-0.20,-10.46,39.906878,32.806478,933.3
2026-05-10 14:21:08,579,673.5,15.9,39.905879,32.805479,5.24,0.71,-10.78,39.906879,32.806479,936.1
2026-05-10 14:21:08,580,680.9,17.0,39.905880,32.805480,-5.42,-2.09,-10.73,39.906880,32.806480,935.3
2026-05-10 14:21:08,581,649.2,17.1,39.905881,32.805481,0.39,-1.70,-9.83,39.906881,32.806481,938.7
2026-05-10 14:21:08,582,624.4,15.2,39.905882,32.805482,2.65,1.89,-6.03,39.906882,32.806482,941.5
2026-05-10 14:21:08,583,639.7,16.6,39.905883,32.805483,4.69,-0.63,-8.78,39.906883,32.806483,939.8
2026-05-10 14:21:09,584,636.8,19.4,39.905884,32.805484,1.85,-1.59,-7.99,39.906884,32.806484,940.1
2026-05-10 14:21:09,585,610.3,14.5,39.905885,32.805485,0.03,6.22,-12.69,39.906885,32.806485,943.0
2026-05-10 14:21:09,586,584.7,17.6,39.905886,32.805486,-0.23,-1.23,-10.68,39.906886,32.806486,945.9
2026-05-10 14:21:09,587,597.5,14.2,39.905887,32.805487,-4.84,0.28,-11.97,39.906887,32.806487,944.5
2026-05-10 14:21:09,588,551.3,13.1,39.905888,32.805488,0.75,-0.77,-10.71,39.906888,32.806488,949.6
2026-05-10 14:21:09,589,553.5,18.3,39.905889,32.805489,0.07,1.04,-11.85,39.906889,32.806489,949.4
2026-05-10 14:21:09,590,526.5,13.8,39.905890,32.805490,0.48,-3.61,-9.52,39.906890,32.806490,952.4
2026-05-10 14:21:09,591,516.8,9.8,39.905891,32.805491,1.89,-0.58,-11.24,39.906891,32.806491,953.5
2026-05-10 14:21:10,592,503.6,8.7,39.905892,32.805492,-3.22,1.22,-12.01,39.906892,32.806492,955.0
2026-05-10 14:21:10,593,484.8,12.0,39.905893,32.805493,-1.81,-0.98,-9.00,39.906893,32.806493,957.1
2026-05-10 14:21:10,594,476.5,10.9,39.905894,32.805494,3.71,-2.98,-9.28,39.906894,32.806494,958.0
2026-05-10 14:21:10,595,483.3,9.4,39.905895,32.805495,-0.68,4.12,-9.23,39.906895,32.806495,957.2
2026-05-10 14:21:10,596,434.7,12.0,39.905896,32.805496,-1.77,-2.35,-10.62,39.906896,32.806496,962.7
